Gene	Mmus_C57-6J_TA_GC_Rep1_M33	Mmus_C57-6J_TA_GC_Rep2_M34	Mmus_C57-6J_TA_GC_Rep3_M35	Mmus_C57-6J_TA_GC_Rep4_M36	Mmus_C57-6J_TA_GC_Rep5_M37	Mmus_C57-6J_TA_GC_Rep6_M38	Mmus_C57-6J_TA_FLT_Rep1_M23	Mmus_C57-6J_TA_FLT_Rep2_M24	Mmus_C57-6J_TA_FLT_Rep3_M25	Mmus_C57-6J_TA_FLT_Rep4_M26	Mmus_C57-6J_TA_FLT_Rep5_M27	Mmus_C57-6J_TA_FLT_Rep6_M28
ENSMUSG00000000001	15.20938439	13.24194835	11.65259035	13.98242984	13.9137054	13.81665813	13.26787257	15.16342867	14.66072758	13.38697621	16.06542618	14.89981128
ENSMUSG00000000028	1.614315513	1.748936574	1.610373512	1.470802578	1.899140824	1.8021728	1.489080275	1.774046458	1.768214217	1.771805675	2.17355766	2.035096175
ENSMUSG00000000031	550.7189893	561.7655662	577.9431499	588.1445348	479.4031168	555.8466302	417.3942206	423.2874849	430.0365644	565.9442628	339.793214	366.8987676
ENSMUSG00000000037	0.205746095	0.178462916	0.108564506	0.058832103	0.079963824	0.070673443	0.050193717	0.149393386	0.085835642	0.082028041	0.113403008	0.054511505
ENSMUSG00000000049	0.174092849	0.446157289	0.235223097	0.176496309	0.259882429	0.265025412	0.16731239	0.112045039	0.223172668	0.131244865	0.359109526	0.109023009
ENSMUSG00000000056	106.1491583	105.3109666	96.93001014	100.1714609	103.0333874	107.8300059	107.2472423	99.96284938	113.3717154	99.23752343	102.4218171	104.771112
ENSMUSG00000000058	20.66956921	18.14967853	13.67912781	18.37522687	17.73197801	20.90167081	13.00017274	15.76100222	14.54055769	18.91566614	17.29395877	16.08089388
ENSMUSG00000000078	51.10416462	50.77269953	42.66585102	39.00568436	43.64025703	51.1322361	44.55528959	44.70597075	50.71169706	31.87609655	36.78037571	36.25015062
ENSMUSG00000000085	31.28923303	28.33991102	27.24969111	28.4355165	27.20769117	27.36829085	28.94504355	27.56307971	31.07250226	28.25045716	28.16174708	29.29084852
ENSMUSG00000000088	191.5021344	204.5898866	208.8600162	203.2060841	193.5924183	208.5926674	206.0786714	210.6073258	213.8680846	232.2870052	224.4623545	214.430089
ENSMUSG00000000093	2.421473269	2.320017905	2.243666466	3.608368991	3.678335911	3.445330353	2.325642228	2.110181577	2.918411814	4.872465607	4.403816825	4.251897366
ENSMUSG00000000094	1.234476569	1.160008952	1.411338583	1.490413279	1.199457362	0.971759843	1.104261777	1.232495434	0.806855031	1.214015	1.171831086	1.362787617
ENSMUSG00000000120	2.421473269	1.856014324	1.465620837	1.882627299	1.659249351	1.819841161	1.355230363	1.774046458	2.025721142	0.721846757	0.94502507	1.017548088
ENSMUSG00000000126	11.45847482	9.529919701	10.16887543	11.82525272	9.155857866	11.37842434	7.462132616	8.739513078	7.622204974	10.77848452	9.733758218	9.921093854
ENSMUSG00000000127	12.13901959	11.51085807	10.16887543	10.68783206	9.775577503	11.16640401	10.12239962	11.46594237	10.40327976	11.05737986	11.07569382	9.812070844
ENSMUSG00000000131	36.575325	37.03105502	34.43304262	37.67215669	35.68385653	36.89153731	31.705698	34.84600727	35.51878849	33.77914709	35.62744513	35.66869457
ENSMUSG00000000134	10.0499054	8.476988498	8.630878259	11.21732099	10.79511626	9.92961876	8.014263504	9.225041583	9.836764527	10.95894621	10.01726574	10.5025499
ENSMUSG00000000142	8.736295717	7.834522002	7.545233195	9.962236126	9.215830734	8.498481536	7.997532265	8.870232291	8.532062775	8.727783512	9.242345181	9.775729841
ENSMUSG00000000148	5.871677013	5.924968803	4.559709269	6.373477837	6.25716924	5.547865286	4.182809762	4.519149925	4.909798699	4.380297364	5.235438886	4.797012413
ENSMUSG00000000149	24.97441058	21.27277956	20.08443369	22.61113829	21.53025965	22.24446623	23.50739086	24.145706	25.37301566	28.06999547	29.97619521	24.00323257
ENSMUSG00000000154	0.079133113	0.107077749	0.108564506	0.117664206	0.039981912	0.070673443	0.117118673	0.168067559	0.10300277	0.229678513	0.075602006	0.072682006
ENSMUSG00000000167	0.142439604	0.267694374	0.199034928	0.078442804	0.179918604	0.176683608	0.150581151	0.242764252	0.085835642	0.131244865	0.113403008	0.109023009
ENSMUSG00000000168	153.3599737	160.116928	168.926372	162.3177725	176.2402684	184.722712	168.1824149	158.8051693	154.3668178	192.0604541	175.5478569	169.8760191
ENSMUSG00000000171	123.0045114	133.5437999	132.702015	130.3719405	138.0575424	148.2198786	134.8203243	129.7481557	129.6633202	147.5520393	148.8036475	137.8959364
ENSMUSG00000000182	0.031653245	0.053538875	0.018094084	0	0.039981912	0.070673443	0.016731239	0	0.051501385	0.016405608	0	0.018170502
ENSMUSG00000000183	6.726314637	4.033261896	4.161639412	7.079463074	5.29760335	4.75278905	8.131382178	7.450995124	8.463394261	5.676340404	6.256065961	5.978095014
ENSMUSG00000000184	18.67541476	12.01055423	12.35825965	13.94320844	12.33441988	19.84156916	11.46089875	15.9103956	14.21438225	20.62184939	14.74239109	14.04579771
ENSMUSG00000000194	38.23712039	36.38858852	33.96259642	35.35809397	34.64432682	35.10703287	35.25272068	37.01221137	36.42864629	35.56735837	41.48660056	35.12357952
ENSMUSG00000000197	0.743851266	0.67815908	0.506634363	0.705985237	0.639710593	0.777407874	0.485205932	0.597573544	0.429178208	0.639818716	0.604816045	0.799502069
ENSMUSG00000000202	0.015826623	0	0.018094084	0.117664206	0	0.035336722	0.066924956	0.037348346	0.034334257	0.065622432	0.018900501	0.018170502
ENSMUSG00000000204	0.094959736	0.071385166	0.108564506	0.19610701	0.079963824	0.176683608	0.18404363	0.317460945	0.137337027	0.459357027	0.283507521	0.199875517
ENSMUSG00000000214	0.205746095	0.23200179	0.597104785	0.37260332	0.159927648	0.282693773	0.133849912	0.130719213	0.274674053	0.196867297	0.151204011	0.163534514
ENSMUSG00000000223	9.385187247	5.88927622	6.351023625	8.491433548	6.776934097	6.342941521	6.876539249	6.386567249	6.094330553	7.87469189	7.805907075	8.01319119
ENSMUSG00000000244	0.395665567	0.178462916	0.108564506	0.56871033	0.339846253	0.22968869	0.384818498	0.280112599	0.20600554	0.393734595	0.113403008	0.23621652
ENSMUSG00000000247	0.110786359	0.089231458	0.108564506	0.352992619	0.059972868	0.053005082	0.150581151	0.130719213	0.10300277	0.114839257	0.075602006	0.145364013
ENSMUSG00000000253	92.25338358	97.15521134	90.52470426	84.50251076	90.63899468	97.91805546	86.76820571	84.33256637	88.25620669	72.18467566	65.0744263	76.24342456
ENSMUSG00000000266	9.274400888	8.459142207	6.930034326	7.96194462	8.056355284	9.328894493	7.261357747	8.422052133	8.600731288	9.055895674	8.939937159	8.194896205
ENSMUSG00000000275	18.37470893	17.89983045	14.81905512	20.55201469	18.81148963	18.41043194	14.25501567	16.60134001	16.5491117	25.55993743	18.14448134	18.5520821
ENSMUSG00000000276	10.46139759	10.52931203	9.499394311	11.78603132	12.35441083	10.53034303	7.462132616	8.571445519	8.137218823	12.5502902	9.639255711	10.26633338
ENSMUSG00000000278	6.488915297	4.925576475	4.813026451	5.824378208	5.777386295	5.706880533	4.249734718	6.461263942	5.459146806	6.49662081	5.575647911	6.268823039
ENSMUSG00000000282	11.53760793	10.97546932	11.30880275	12.68812357	13.99366923	14.70007617	12.56516053	14.77127104	15.29591133	9.285574187	11.92621638	9.430490312
ENSMUSG00000000290	2.294860288	1.374164451	1.320868161	1.921848701	1.279421187	1.554815749	1.572736471	2.315597482	2.386230836	2.460841216	1.455338607	1.50815163
ENSMUSG00000000295	3.386897253	3.497873149	2.822677167	2.765108846	2.418905681	2.862274447	2.927966834	3.230631971	3.193085867	3.018631891	1.946751644	2.90728025
ENSMUSG00000000296	12.21815271	12.01055423	11.41736726	9.707297013	11.87462789	11.29008254	11.32704884	11.22317812	11.639313	10.59802284	11.83171387	10.10279887
ENSMUSG00000000301	0.443145435	0.410464706	0.470446194	0.392214021	0.499773901	0.547719184	0.401549737	0.448180158	0.257506925	0.475762635	0.567015042	0.399751034
ENSMUSG00000000303	0.269052585	0.071385166	0.180940844	0.137274907	0.319855297	0.088341804	0.284431064	0.149393386	0.360509695	0.508573851	0.13230351	0.23621652
ENSMUSG00000000305	11.69587416	2.998176985	6.33292954	2.64744464	4.637901801	3.551340517	3.145472941	3.865553862	3.605096947	1.689777635	1.549841114	1.726197649
ENSMUSG00000000317	9.63841321	5.460965222	5.446319405	8.726761961	9.755586547	10.79536844	11.54455494	10.04670521	10.52344966	7.497362904	11.39700234	6.377846049
ENSMUSG00000000318	1.644069564	1.302779285	0.819300142	1.090551085	1.039529714	1.160811303	0.671089998	0.964894532	1.003590322	1.443693513	0.769628417	1.028450389
ENSMUSG00000000320	0.917944115	0.767390538	0.796139714	0.745206639	0.659701549	0.724402792	0.953680626	1.027079528	0.841189288	1.148392567	1.247433092	1.090230094
ENSMUSG00000000325	10.73045017	11.06470078	9.66224107	10.90354978	9.595658899	10.37132778	9.001406608	9.262389929	8.240221593	10.00742094	10.67878329	9.594024826
ENSMUSG00000000326	18.46966866	18.09613966	17.94933173	18.39483757	18.0518333	19.55887539	19.0234188	17.90853214	18.12848751	21.16323446	22.49159666	21.33216884
ENSMUSG00000000339	11.99657999	10.77916011	10.85645064	11.11926749	10.79511626	11.37842434	10.64106804	11.9327967	11.91398705	11.76282101	10.47087777	12.61032809
ENSMUSG00000000340	32.09639079	30.82054555	30.94088433	22.41503128	25.94826094	25.99015871	32.59245367	34.71528806	31.07250226	33.35260128	34.56901705	36.0502751
ENSMUSG00000000346	50.55023283	50.4157737	47.62363014	52.92928209	51.01552045	53.71181678	44.90664561	48.28954459	51.74172475	45.49094666	47.62926351	49.64181027
ENSMUSG00000000355	9.337707379	9.583458576	8.685160513	9.589632806	7.736499987	8.215787764	9.252375194	10.6816271	9.304583549	9.252762971	10.16846975	9.684877333
ENSMUSG00000000359	2.468953137	2.748328903	2.189384213	2.882773052	2.498869505	2.93294789	1.857167534	1.49393386	1.854049858	2.116323446	2.135756657	2.471188213
ENSMUSG00000000365	0.063306491	0.053538875	0	0.137274907	0.059972868	0.053005082	0.016731239	0	0.034334257	0.016405608	0.113403008	0.036341003
ENSMUSG00000000374	56.05789752	56.39428138	52.65378561	54.8903522	52.83609681	56.16771893	59.01108013	58.69292651	60.87463702	57.61649566	60.08469393	57.72768347
ENSMUSG00000000378	10.66714368	9.137301287	10.00602867	9.805350518	10.21537854	10.33599106	9.871431039	9.075648197	9.304583549	9.95820412	11.03789281	10.24816288
ENSMUSG00000000384	26.98360033	30.1663005	29.01440716	31.83934588	30.27890175	30.64859871	28.53412432	31.28708334	31.4781615	36.84108978	33.31988291	33.9415884
ENSMUSG00000000385	0.079133113	0.053538875	0.036188169	0.078442804	0.059972868	0.053005082	0.033462478	0	0.10300277	0.164056081	0.075602006	0.090852508
ENSMUSG00000000386	0.23739934	0.039975693	0.144752675	0.19610701	0.16352602	0.247357051	0.267699825	0.220355244	0.120169898	0.475762635	0.057457524	0.101936514
ENSMUSG00000000392	8.910388567	5.443118931	5.193002223	9.373915095	7.896427636	9.099205803	5.019371715	10.81234631	9.373252062	6.529432026	7.976011588	9.99377586
ENSMUSG00000000399	122.5297128	134.900118	135.1085282	126.6459073	128.0620644	136.7531125	136.4767169	138.076837	141.7489785	149.1597889	128.5990115	136.2060797
ENSMUSG00000000402	0.253225963	0.089231458	0.126658591	0.176496309	0.259882429	0.282693773	0.117118673	0.298786772	0.154504155	0.328112162	0.302408022	0.272557523
ENSMUSG00000000409	0.094959736	0.035692583	0.036188169	0.098053505	0.059972868	0.053005082	0.18404363	0.05602252	0.068668513	0.049216824	0.018900501	0.109023009
ENSMUSG00000000416	1.709275249	1.624012533	1.610373512	1.33352767	1.499321703	1.36046378	1.204649212	1.400562993	1.133030469	1.8210225	1.927851142	2.035096175
ENSMUSG00000000420	74.5433928	67.11990262	66.31481933	69.20616395	64.97060713	70.16106067	75.29057572	72.81060148	74.17916147	72.0698364	82.16047956	74.28101039
ENSMUSG00000000435	0.490625303	0.481849873	0.579010701	0.490267526	0.659701549	0.547719184	0.719443279	0.298786772	0.497846721	0.6070075	0.642617047	0.563285548
ENSMUSG00000000439	38.90183854	39.63661359	37.79854231	38.47619543	40.34174929	38.9233988	37.3608568	38.00194255	38.0080221	36.4368556	36.47796769	38.95755535
ENSMUSG00000000440	3.228631026	2.409249363	2.243666466	2.490559032	1.839167956	2.650254117	2.141598598	2.745103467	2.540734991	2.739736554	2.400363677	2.380335705
ENSMUSG00000000441	112.495634	110.6470078	103.552445	102.3678594	100.8743642	104.702706	117.5704168	113.0534448	119.3458761	124.3052926	123.6659806	124.8313457
ENSMUSG00000000486	0.664718152	0.33907954	0.361881688	0.745206639	0.479782945	0.300362133	0.384818498	0.578899371	0.446345336	0.459357027	0.453612033	0.890354577
ENSMUSG00000000489	21.2868075	17.04320845	12.79251767	19.63031174	17.11225837	21.89109901	21.29886731	22.3343112	22.72927789	24.2967056	24.4761493	19.56963018
ENSMUSG00000000530	10.93619627	9.048069829	7.219539676	8.628708456	9.215830734	10.15930745	9.118525282	9.710570087	10.11143858	11.15581351	9.884962229	10.81144843
ENSMUSG00000000531	4.130748518	3.105254734	3.872134062	4.039804413	4.457983197	4.222738227	3.078547985	3.267980318	3.622264075	4.970899256	5.386642897	3.942998839
ENSMUSG00000000532	44.5994227	52.55732869	61.13991119	51.1250976	48.1582131	45.44302393	40.65691089	39.27178633	51.5872206	41.24369878	51.4849658	41.10167454
ENSMUSG00000000538	104.7880687	105.7928165	99.78887547	114.3696084	116.7871652	123.2014797	95.43498754	93.29616953	92.27331472	106.7020751	105.5214993	103.6081999
ENSMUSG00000000552	5.048692634	5.032654224	4.23401575	5.138003671	5.157666658	4.717452329	3.814722503	3.921576381	3.828269615	5.036521688	4.384916323	4.488113886
ENSMUSG00000000555	11.26855535	9.333610494	7.943303052	10.66822136	9.23582169	10.54801139	10.32317449	10.21477276	10.33461125	14.66661365	14.66678908	11.70180301
ENSMUSG00000000560	0.047479868	0	0.018094084	0	0.019990956	0	0	0.037348346	0	0.016405608	0.018900501	0.036341003
ENSMUSG00000000561	20.63253492	20.64869474	19.08672587	19.74287716	21.55804708	17.97791046	17.27149076	18.96418315	16.85022313	19.8384816	23.5711933	20.49069291
ENSMUSG00000000562	0.079133113	0.035692583	0.072376338	0.046085147	0.039981912	0.22968869	0.050193717	0.112045039	0.051501385	0.164056081	0.018900501	0.145364013
ENSMUSG00000000563	308.2388284	325.5923835	330.0073299	319.1486669	314.792587	335.317925	333.5861057	328.0831884	328.6377193	345.5447613	330.2669833	330.6053712
ENSMUSG00000000567	2.041634325	1.552627367	2.135101959	2.039512908	2.21899612	1.908182965	2.426029662	2.390294175	2.952746071	3.018631891	4.025806797	3.270690281
ENSMUSG00000000568	46.67271027	47.04282459	44.33050678	48.12466034	49.55758002	44.27691212	42.38022851	43.58552035	43.27833049	42.17881844	52.80800089	46.40746099
ENSMUSG00000000579	2.013937736	3.009241685	1.714233556	3.080448919	1.87795041	2.911039123	2.402940552	1.726427316	1.272770894	2.501199012	2.197561297	2.321281575
ENSMUSG00000000581	13.80081497	15.00873122	11.63449627	13.66865862	13.15404907	13.05691862	13.18421637	12.58639277	14.14571374	12.3534229	14.04307254	14.10030921
ENSMUSG00000000594	13.45262927	11.13608594	11.34499092	10.94277118	10.37530618	11.94381189	10.2395183	12.86650537	12.85817911	10.23709946	9.450250697	11.22936997
ENSMUSG00000000600	30.68782137	27.98298519	26.20023421	28.04330248	30.66612656	28.39305578	28.34271895	27.18959624	27.26139977	27.70907209	31.11022529	31.10789868
ENSMUSG00000000605	55.1399534	50.91546987	50.2291783	46.71268987	48.99783325	51.4502666	55.49751993	56.41467737	57.38970997	57.40322276	53.01590641	54.23894717
ENSMUSG00000000627	0.031653245	0.089231458	0.199034928	0.294160516	0.179918604	0.176683608	0.083656195	0.168067559	0.171671283	0.229678513	0.207905515	0.127193511
ENSMUSG00000000628	419.3263678	430.8451712	436.7188211	508.8192491	588.1739086	622.9333961	456.7962885	448.8150797	463.3236262	492.9393067	482.7755071	431.4585596
ENSMUSG00000000631	289.5797151	281.5787885	272.2254998	331.0090228	279.8134117	276.2801576	268.0177183	276.2283706	279.6010189	358.8726773	359.61984	348.5647315
ENSMUSG00000000632	0.443145435	0.249848082	0.144752675	0.411824722	0.359837209	0.123678525	0.16731239	0.149393386	0.326175438	0.360923378	0.170104513	0.308898527
ENSMUSG00000000673	0.094959736	0.089231458	0.108564506	0.274549814	0.239891472	0.070673443	0.133849912	0.074696693	0.068668513	0.098433649	0.094502507	0.090852508
ENSMUSG00000000682	0.601411662	0.285540665	0.253317182	0.745206639	0.219900516	0.265025412	0.568862128	0.466854331	0.652350876	0.590601892	0.13230351	0.436092038
ENSMUSG00000000686	0.41149219	0.321233248	0.434258026	0.470656825	0.279873385	0.424040659	0.334624781	0.541551024	0.463512465	0.541385067	0.642617047	0.363410031
ENSMUSG00000000690	0.917944115	0.785236829	0.506634363	0.627542433	0.639710593	0.706734431	0.267699825	0.578899371	0.600849491	0.984336486	0.718219053	0.744990564
ENSMUSG00000000693	3.925002424	2.141554989	2.460795479	2.725887444	1.659249351	2.402897066	1.572736471	2.894496853	2.231726682	3.642044999	2.608269192	2.816427742
ENSMUSG00000000708	97.91915623	95.70966172	88.0458147	96.6609493	92.01837065	91.66345574	96.10172741	93.22109935	101.9554034	86.99861167	102.4783295	101.064148
ENSMUSG00000000711	100.3439531	100.831012	98.90280816	98.32629003	100.2830317	97.81805253	98.29034079	102.332602	100.5913034	96.14801931	98.79386581	94.28891307
ENSMUSG00000000732	2.120767439	1.534781076	1.212303655	1.804184495	1.979104648	2.367560345	1.489080275	1.811394805	1.682378575	1.919456148	1.379736602	1.889732163
ENSMUSG00000000738	63.60719653	67.20913407	66.53194834	63.97010678	65.51036294	61.68024749	61.80519705	60.59769218	63.8960516	57.66571249	61.44553003	60.58045221
ENSMUSG00000000739	1.250303191	0.892314579	0.995174642	1.392359774	0.659701549	0.971759843	1.020605582	1.139124568	1.133030469	1.148392567	1.152930585	1.144741599
ENSMUSG00000000740	128.7253607	130.3366428	124.1431512	118.1591803	116.3661556	124.0613989	144.7841117	137.1446222	137.167072	124.1761805	154.6195208	134.1102941
ENSMUSG00000000743	26.41463325	27.39405757	25.94691703	25.35663644	27.70746507	27.59797954	28.15867532	30.12144144	31.96502126	27.05284776	30.22171272	27.51013937
ENSMUSG00000000751	53.08249246	54.57395964	56.01928531	45.69293341	50.53713687	48.41130854	48.52059324	46.12520791	47.65594821	42.40849695	45.34230284	46.37111999
ENSMUSG00000000753	23.58166779	16.47212712	15.72375934	17.0613099	16.5525116	19.3291867	13.82000345	21.41927671	16.80661862	23.01706817	15.32830663	22.27703492
ENSMUSG00000000759	12.43972542	12.72440589	10.53075712	14.17853685	11.89461884	13.74598469	11.67840486	11.83942584	11.50197597	12.28780047	13.49495799	12.66483959
ENSMUSG00000000776	11.50595469	11.02900819	10.18696952	11.17809959	10.55522479	11.50210287	10.40683069	10.47621119	9.853931655	11.10659669	12.64443543	11.81082602
ENSMUSG00000000782	0.427318812	0.321233248	0.307599435	0.392214021	0.359837209	0.318030494	0.468474693	0.242764252	0.429178208	0.541385067	0.453612033	0.654138056
ENSMUSG00000000787	312.2117855	275.671666	269.3485404	277.7463588	272.9365228	277.1105705	275.412926	286.5551884	294.6222562	380.7741641	326.9597736	334.0283302
ENSMUSG00000000791	0.031653245	0	0.018094084	0.039221402	0	0.017668361	0	0.037348346	0.017167128	0.016405608	0.018900501	0.018170502
ENSMUSG00000000792	0.094959736	0.035692583	0	0	0	0.106010165	0.016731239	0.018674173	0.068668513	0.032811216	0.056701504	0
ENSMUSG00000000794	10.79375667	10.99331561	10.87454473	13.64904792	12.27444701	12.95090845	6.474989512	7.843152763	10.57495104	9.679308782	10.26297226	10.82961893
ENSMUSG00000000804	28.56705393	26.18050974	25.25934182	26.00378957	28.04731132	26.94425019	26.06727044	28.79557514	27.45023818	26.75754682	25.59127889	28.01891341
ENSMUSG00000000805	3.624296593	4.818498725	3.727381387	6.25581363	5.277612394	4.470095278	3.329516571	2.558361734	3.690932589	6.759110539	4.498319332	5.360297961
ENSMUSG00000000811	3.339417385	2.819714069	2.587454069	2.549391135	2.858706714	3.409993631	2.927966834	3.193283625	3.175918739	3.281121621	3.080781727	3.234349278
ENSMUSG00000000823	27.82320266	26.34112637	24.31844944	25.90573607	25.44848704	23.56959328	22.18562298	24.57521199	25.08117447	28.59497493	29.14457315	28.49134645
ENSMUSG00000000826	47.92301346	44.72280669	43.17248538	49.63468432	46.99873765	47.08618149	46.79727562	49.50523327	51.20954378	56.8782433	54.69805103	55.69258729
ENSMUSG00000000827	24.27123374	23.87833813	22.97948719	21.53254974	21.89009686	21.48472671	20.49576783	22.8198397	22.71211077	21.16323446	21.47096958	21.8852789
ENSMUSG00000000838	11.85667264	9.320582701	9.828887588	11.53422992	11.34226873	11.91306894	9.18913111	11.39834186	9.656681351	10.73238477	12.06324501	10.59703651
ENSMUSG00000000861	0.269052585	0.107077749	0.108564506	0.411824722	0.239891472	0.265025412	0.250968586	0.336135118	0.20600554	0.278895338	0.378010028	0.272557523
ENSMUSG00000000876	8.514723	8.334218166	7.889020799	7.96194462	8.736047789	8.109777599	7.813488636	8.34735544	8.343224363	8.120776012	6.463971477	7.304541629
ENSMUSG00000000881	2.342340156	1.570473659	1.9722552	2.431726928	2.139032296	1.57248411	1.556005232	1.830068978	1.854049858	2.624897297	2.343662173	1.871561661
ENSMUSG00000000884	0.902117493	0.932825661	1.139927317	0.843260145	1.15947545	1.032892371	0.737345705	1.088330817	1.012860571	0.918714054	1.171831086	1.022635828
ENSMUSG00000000889	0.174092849	0.214155499	0.379975772	0.176496309	0.179918604	0.106010165	0.066924956	0.186741732	0.188838412	0.147650473	0.151204011	0.290728025
ENSMUSG00000000901	1.155343455	1.445549618	1.537997174	1.980680805	1.999095604	1.713830996	1.254842929	0.784315276	1.115863341	1.706183243	1.795547632	1.471810627
ENSMUSG00000000902	11.9332735	11.42162661	10.22315769	11.53109221	12.11451936	11.69645484	11.67840486	11.27920064	10.86850894	14.74864169	14.8746946	13.9912862
ENSMUSG00000000903	0.015826623	0	0.036188169	0.019610701	0	0.123678525	0.033462478	0.018674173	0.068668513	0.032811216	0.018900501	0
ENSMUSG00000000915	7.580952262	6.353279801	4.885402788	6.138149424	5.397558131	8.692833505	7.729832441	8.34735544	7.896879027	7.070817093	6.91758351	7.722463165
ENSMUSG00000000916	5.270265351	4.479419186	4.595897438	4.843843156	4.078155032	4.929472658	4.149347284	4.612520791	4.463453363	4.905276823	4.498319332	4.687989403
ENSMUSG00000000934	7.343552922	6.870822257	7.834738546	7.138295177	6.696970273	6.78465054	6.943464205	6.33054473	7.55353646	7.120033917	6.577374485	6.559551064
ENSMUSG00000000938	11.68004753	10.11884732	9.969840505	10.53094646	9.23582169	9.134542525	10.44029317	10.06537938	11.07279777	11.58235932	14.17537604	13.15544313
ENSMUSG00000000942	1.77258174	1.998784656	1.646561681	1.902238	1.939122736	1.289790337	1.388692841	1.38188882	1.562208677	1.574938378	2.079055153	1.50815163
ENSMUSG00000000948	4.223967326	4.316661006	4.104281165	4.436332788	4.580127938	3.4545179	3.690074772	4.402062859	4.235130556	4.541236379	4.767273466	5.008335346
ENSMUSG00000000957	10.87288978	6.942207423	7.219539676	10.43289295	8.995930218	9.69993007	6.541914468	12.54904442	12.60067219	10.05663777	12.02071889	10.84778943
ENSMUSG00000000958	0.696371398	0.374772123	0.343787604	0.745206639	0.519764857	0.44170902	0.485205932	0.63492189	0.738186518	0.475762635	0.926124568	0.763161066
ENSMUSG00000000959	26.43045987	28.98237752	29.63811025	27.57264566	27.84740176	27.72165807	29.1792809	27.69379892	29.63046348	32.04015263	30.77001627	32.90677833
ENSMUSG00000000976	15.22521101	14.50903505	15.03618414	14.70802578	15.01320799	13.62230616	14.7402216	15.08873198	13.09851891	14.09241736	16.19772969	14.35469624
ENSMUSG00000001014	0.174092849	0.142770333	0.144752675	0.176496309	0.179918604	0.176683608	0.100387434	0.186741732	0.085835642	0.147650473	0.13230351	0.254387022
ENSMUSG00000001016	17.66251091	15.65119771	16.0132647	15.41401101	15.65291858	16.44924389	16.17910816	15.87304726	15.84525944	16.78293709	17.82317281	18.73378711
ENSMUSG00000001017	60.7900577	57.85749883	54.78888757	56.63570459	59.77295856	56.43274434	59.07800508	58.07667879	57.93905808	56.94370168	64.84762028	60.21704218
ENSMUSG00000001018	37.35082952	36.19227932	35.86247528	36.0640792	34.46440821	35.01869107	34.56673988	34.49119798	37.51017538	34.46818263	39.59655042	37.72196125
ENSMUSG00000001020	1.693448626	0.963699745	1.049456895	2.47094833	1.279421187	1.784504439	1.120993016	1.942114017	1.957052628	1.164798175	1.190731588	1.689856645
ENSMUSG00000001021	0	0	0.018094084	0.019610701	0	0.017668361	0.016731239	0.05602252	0.017167128	0.196867297	0	0.018170502
ENSMUSG00000001025	13.62672212	10.1723862	9.010854032	12.43318446	10.19538758	12.66821468	8.583125632	11.76472914	10.18010709	9.630091958	9.922763231	10.66608442
ENSMUSG00000001027	600.3671046	569.7607048	556.0131196	551.9627913	575.6195882	536.8531424	600.383782	592.7369329	606.9609889	536.6274411	562.7813295	529.6882911
ENSMUSG00000001029	3.323590762	2.444941946	1.827502525	2.882773052	2.358932813	3.409993631	2.359104706	2.838474333	2.832576173	3.084254324	2.249159666	2.43484721
ENSMUSG00000001034	3.102018044	2.641251153	2.623642238	2.451337629	3.358480615	2.879942808	2.45949214	1.998136537	2.884077558	2.903792635	2.872876212	2.380335705
ENSMUSG00000001036	29.84901037	27.85806115	25.87454069	26.88627112	26.22813432	27.15627052	24.64511512	25.22880805	29.08111537	25.14979722	27.40572702	25.22065617
ENSMUSG00000001039	0.633064907	0.517542456	0.687575207	0.549099629	0.379828165	0.689066071	0.501937171	0.541551024	0.549348106	0.475762635	0.737119554	0.508774044
ENSMUSG00000001052	28.64618704	27.82236857	26.81543308	27.37653865	28.98688626	28.55207102	24.31049034	27.52573136	27.82791501	27.61063844	28.65316011	25.98381724
ENSMUSG00000001053	3.149497913	2.444941946	2.117007875	3.686811795	3.258525834	3.781029207	2.308910989	3.324002837	2.369063708	4.117807634	2.929577716	3.434224796
ENSMUSG00000001054	6.900407487	6.174816885	6.749093482	5.706714001	6.477069757	6.289936439	6.458258273	6.685354021	6.798182814	7.136439526	8.67533014	7.304541629
ENSMUSG00000001056	6.188209466	5.800044762	5.482507574	5.706714001	5.237630482	5.618538729	5.956321101	5.471532761	6.111497682	5.315417026	6.048160446	5.596514482
ENSMUSG00000001062	10.77793004	9.922538116	8.902289525	10.13873244	9.695613679	10.65402155	9.737581126	9.710570087	10.57495104	10.38474993	9.076398779	9.684877333
ENSMUSG00000001065	9.543453474	8.584066248	7.545233195	8.412990744	7.956400504	8.215787764	7.930607309	7.65641103	8.188720208	7.907503107	8.750932145	9.121591785
ENSMUSG00000001082	1.851714853	1.231394119	1.284679992	1.882627299	1.199457362	1.766836078	1.037336821	1.3258663	1.63087719	1.328854256	1.323035098	1.308276113
ENSMUSG00000001089	32.82441543	26.23404862	23.88419141	29.10228034	28.90692243	30.68994268	32.35821632	30.88708255	31.1583379	37.94617155	38.17901281	37.32221021
ENSMUSG00000001098	16.98196613	14.95519234	11.34499092	14.82568998	14.553416	14.92976486	13.38499124	15.01403529	15.41608123	18.71879885	18.56029237	16.93490746
ENSMUSG00000001100	54.26948916	58.30383458	55.74787404	54.26280977	54.73523764	56.39740762	54.51037682	54.65930509	56.77169335	56.10717972	58.13794229	56.38306635
