Gene	Mmus_C57-6J_TA_GC_Rep1_M33	Mmus_C57-6J_TA_GC_Rep2_M34	Mmus_C57-6J_TA_GC_Rep3_M35	Mmus_C57-6J_TA_GC_Rep4_M36	Mmus_C57-6J_TA_GC_Rep5_M37	Mmus_C57-6J_TA_GC_Rep6_M38	Mmus_C57-6J_TA_FLT_Rep1_M23	Mmus_C57-6J_TA_FLT_Rep2_M24	Mmus_C57-6J_TA_FLT_Rep3_M25	Mmus_C57-6J_TA_FLT_Rep4_M26	Mmus_C57-6J_TA_FLT_Rep5_M27	Mmus_C57-6J_TA_FLT_Rep6_M28
ENSMUSG00000033207	0.981250606	1.035084911	0.940892389	1.372749072	1.459339791	1.007096565	1.05406806	1.363214647	1.236033239	1.279637432	1.379736602	1.217423605
ENSMUSG00000033208	0.553931794	0.410464706	0.669481123	0.647153134	0.679692505	0.45937738	0.53539965	0.466854331	0.566515235	0.738252365	0.642617047	0.526944545
ENSMUSG00000033209	44.99508827	42.1529407	37.97948316	47.3402323	45.3394883	46.16742672	44.12027737	47.46974839	43.32983188	48.23248783	46.34402942	45.17186689
ENSMUSG00000033213	0.047479868	0	0	0.019610701	0	0.035336722	0.033462478	0.05602252	0.051501385	0.016405608	0.018900501	0
ENSMUSG00000033214	0.221572717	0.249848082	0.180940844	0.215717711	0.339846253	0.371035576	0.117118673	0.280112599	0.154504155	0.180461689	0.396910529	0.308898527
ENSMUSG00000033216	4.01996216	3.372949108	3.383593783	3.627979692	3.638353999	3.869371011	3.262591615	3.492070397	3.725266845	3.543611351	3.969105293	3.815805328
ENSMUSG00000033220	0.902117493	0.33907954	0.398069857	0.921702949	0.559746769	0.689066071	0.736174518	0.859011969	1.184531854	0.803874797	0.756020056	0.526944545
ENSMUSG00000033222	5.14365237	5.157578265	3.745475471	5.157614372	4.99773901	5.088487905	4.952446758	6.442589769	5.321809779	6.037263783	5.027533371	4.906035422
ENSMUSG00000033227	0.284879208	0.356925832	0.398069857	0.313771217	0.259882429	0.22968869	0.150581151	0.298786772	0.30900831	0.34451777	0.283507521	0.290728025
ENSMUSG00000033228	78.32595562	78.82706989	72.93725422	77.03083367	79.88386033	76.87503776	71.76028428	75.16354731	73.99032306	76.3024833	82.10377805	78.62376027
ENSMUSG00000033233	1.994154457	1.409857034	1.429432668	1.70613099	2.258978032	1.8021728	1.790242578	1.587304726	1.42487165	1.624155202	2.457065181	1.617174639
ENSMUSG00000033237	34.92935625	33.56887445	30.21712095	35.10315485	33.84468857	36.16713452	32.29129136	34.21108538	34.57459643	37.50322013	34.24770852	39.4663294
ENSMUSG00000033249	5.127825747	4.961269058	5.156814054	4.706568249	4.557937977	4.364085113	4.701478173	4.481801579	5.184472752	4.626381486	5.027533371	4.17921536
ENSMUSG00000033253	19.46674589	20.63031306	20.08443369	23.06218442	23.36942761	22.42114983	18.53821287	18.52477986	19.6391948	21.31088493	23.0019102	20.26010924
ENSMUSG00000033256	1.186996701	0.767390538	0.814233798	0.980535052	0.95956589	0.936423121	0.836561952	0.728292757	0.892690673	1.214015	1.49313961	0.763161066
ENSMUSG00000033257	24.37299892	22.21863301	22.78045226	21.14033572	20.21085656	20.17726801	21.4661797	21.34458002	22.4889381	21.8686756	25.45897538	21.62289686
ENSMUSG00000033268	1.012903851	0.945853454	0.922798304	0.938175938	0.739665373	1.020701202	1.187917972	0.986743314	0.721019389	0.900831941	0.963925571	1.211427339
ENSMUSG00000033272	30.79860773	29.67838289	31.12182517	31.80855708	32.08548444	29.75351956	32.74303482	31.57802696	31.46734621	34.84551161	38.53812234	34.10603144
ENSMUSG00000033276	0.205746095	0.089231458	0.126658591	0.274549814	0.319855297	0.477045741	0.200774869	0.186741732	0.291841181	0.213272905	0.283507521	0.254387022
ENSMUSG00000033278	42.61492248	43.75910694	36.60433274	45.4183836	43.63865776	44.22885418	39.56938035	40.39223673	41.53827037	46.98484133	45.93294351	42.45210621
ENSMUSG00000033282	4.621373821	3.908337855	3.799757724	3.608368991	3.07860723	3.904707733	4.04895985	4.052295594	3.450592792	3.773289864	4.158110307	3.543247805
ENSMUSG00000033285	9.749199568	8.49483479	8.848007272	8.648319157	8.17630102	8.392471372	9.352762628	8.608793866	8.17155308	9.055895674	10.62208178	9.321467302
ENSMUSG00000033287	5.982463372	4.461572894	3.709287302	5.039950166	3.898236428	7.014339231	3.664141352	5.770319532	5.081469982	5.791179661	5.178737382	4.669818902
ENSMUSG00000033294	8.514723	8.227140416	7.798550377	8.295326538	7.996382416	8.710501866	7.56252005	8.216636227	7.914046155	7.333306823	9.317947187	8.376601221
ENSMUSG00000033295	3.450203743	2.409249363	3.600722796	4.059415114	3.458435395	3.498335435	2.509685857	3.081238585	3.536428434	4.954493648	3.893503287	3.870316833
ENSMUSG00000033306	98.39411318	91.10531849	81.58622657	100.4067893	94.21737581	90.30299196	81.53132789	94.88347425	96.2045871	86.08022573	85.71377382	88.38131961
ENSMUSG00000033307	16.20646162	16.32007672	15.61519484	15.39440031	15.41302711	17.50934554	17.24990746	18.24466726	19.13705629	20.3875773	18.44688936	16.75320244
ENSMUSG00000033308	2.643045987	2.980330693	3.148370686	3.941750908	3.818272604	3.180304941	3.229129136	3.361351184	2.987080328	3.37955527	2.419264178	2.580211222
ENSMUSG00000033313	0.585585039	0.285540665	0.199034928	0.451046124	0.419810077	0.636060988	0.301162303	0.448180158	0.41201108	0.246084122	0.567015042	0.34523953
ENSMUSG00000033316	0	0.035692583	0.018094084	0.058832103	0	0.017668361	0.033462478	0.018674173	0.034334257	0.032811216	0	0.036341003
ENSMUSG00000033318	2.674699232	2.284325322	2.135101959	3.431872681	2.738760977	2.173208376	0.903486909	1.213821261	1.236033239	1.509315946	1.039527577	2.035096175
ENSMUSG00000033319	28.7569734	30.57069747	26.36308097	28.59240211	29.04685913	27.59797954	27.23845717	26.34925845	27.2785669	32.23701993	34.38001203	32.72507332
ENSMUSG00000033323	9.7017197	9.619151159	8.160432065	8.746372662	8.596111097	9.187547607	9.8546998	10.15875024	10.35177838	10.20428824	11.11349482	9.812070844
ENSMUSG00000033326	29.27925195	25.28819516	27.62966688	27.69030986	27.34762786	26.89124511	29.02869975	29.13171026	31.55318185	31.90890776	31.45043432	29.74511106
ENSMUSG00000033327	131.7091539	126.1018963	103.2991278	105.7605107	133.0797944	137.7778774	82.61885842	115.6865032	101.7839038	137.2493174	109.3015996	111.7849256
ENSMUSG00000033335	37.19256329	36.72766806	32.31603474	37.14266776	35.58390175	36.87386895	33.36209066	36.35861531	37.14966568	39.98046695	39.89895844	37.43123322
ENSMUSG00000033342	0	0	0	0.058832103	0	0	0.033462478	0.037348346	0.051501385	0	0.018900501	0
ENSMUSG00000033343	0.031653245	0.017846292	0	0.039221402	0	0	0	0.018674173	0.034334257	0.032811216	0.018900501	0
ENSMUSG00000033350	1.329436305	0.785236829	0.886610136	0.921702949	1.319403099	0.971759843	0.485205932	1.083102048	1.098696212	0.836686013	1.039527577	1.144741599
ENSMUSG00000033352	63.17987772	63.3364888	61.66463964	65.08791674	60.15278672	63.34107341	64.28142043	63.62290824	64.59990387	58.45318168	64.07269972	61.77970532
ENSMUSG00000033355	2.565495536	1.629187958	1.574185343	2.014215103	1.770598976	2.03186149	1.94082373	1.755372285	1.962374438	4.790437567	2.763631314	2.417948643
ENSMUSG00000033356	1.313609682	1.213547827	1.06755098	1.039367155	1.25943023	1.148443451	1.254842929	0.877686142	1.081529084	1.755400067	1.341935599	1.544492633
ENSMUSG00000033361	5.14365237	2.855406652	3.057900264	3.824086702	3.218543922	4.275743309	2.944698073	3.734834649	3.330422894	5.36463385	3.213085237	4.924205924
ENSMUSG00000033364	18.84950761	18.23890999	16.68274582	17.0024778	18.35169764	18.33975849	17.60126348	16.50796915	17.59630653	16.29076885	19.90222797	17.73440953
ENSMUSG00000033365	195.4904433	235.1605841	221.3449345	215.2666653	229.7160759	221.2432137	200.9087185	204.6315904	214.6062711	195.4728206	206.1666692	192.6981691
ENSMUSG00000033368	0.031653245	0	0.018094084	0.019610701	0.079963824	0.017668361	0.016731239	0.018674173	0.017167128	0.098433649	0.037801003	0.054511505
ENSMUSG00000033373	7.375206167	8.387757041	8.033773474	7.354012888	8.855993526	8.675165144	8.583125632	7.581714337	7.433366562	8.875433985	8.713131142	7.177348118
ENSMUSG00000033377	20.22642378	20.09492431	18.85403595	25.74885046	23.54934621	25.01839887	20.71327394	22.27828868	19.55335916	23.6896981	22.86960669	20.26010924
ENSMUSG00000033379	20.82783544	20.57677419	18.92641228	18.51250178	17.35214984	19.48820194	20.79693014	20.5229164	23.1584561	19.70313533	21.43316858	19.26073166
ENSMUSG00000033382	49.04670367	45.81143047	44.85523523	44.98694818	47.87833971	48.60566051	45.44204526	47.65649012	45.51005717	46.7559831	48.63099008	45.84417545
ENSMUSG00000033383	0.047479868	0.089231458	0.054282253	0.117664206	0	0.035336722	0.083656195	0.112045039	0.10300277	0	0.018900501	0.036341003
ENSMUSG00000033386	2.231553797	1.6953977	2.026537453	3.157322867	2.01908656	1.766836078	1.890630013	2.801125987	2.111556783	3.576422567	3.231985738	2.889109749
ENSMUSG00000033389	8.498896377	8.887453205	8.01567939	8.962090373	7.956400504	8.233456125	10.2395183	11.33522316	10.93546074	10.48318358	11.00009181	9.230614794
ENSMUSG00000033392	87.99602208	92.40809778	90.97705637	90.8171565	98.03564842	95.79785216	84.69353207	85.3596459	83.39790937	83.29127235	83.25670864	88.56302462
ENSMUSG00000033396	13.85604989	13.41898356	13.04637768	14.05008676	14.2691446	15.01545641	13.90282309	14.18807661	15.02604408	13.72001006	16.75529449	14.86347028
ENSMUSG00000033400	902.1966256	1008.440398	974.4388213	971.4552972	1013.10167	1001.00098	1017.225872	911.8225312	961.4621886	1015.113407	1012.840069	1063.99189
ENSMUSG00000033405	6.33064907	6.424664967	5.806934507	5.726324702	5.477521955	5.604934091	6.474989512	5.994409611	7.0852172	6.348970337	5.29214039	5.57834398
ENSMUSG00000033411	12.64547152	11.49301177	10.04221684	11.72719922	10.5952067	10.72469499	10.72472423	10.55090788	11.21013479	11.77922662	12.92794295	10.72059592
ENSMUSG00000033416	41.32331181	51.64716782	51.82145773	49.2424703	49.6575348	47.96959952	37.86279397	42.93192429	45.68172846	47.05128404	42.94193917	48.29719316
ENSMUSG00000033417	47.24246869	47.20344122	45.01808199	45.4772157	44.67978675	46.59146738	44.65567702	46.29327547	45.66456133	46.19819242	49.97292568	46.93440554
ENSMUSG00000033419	0.110786359	0.053538875	0.090470422	0.039221402	0.079963824	0.247357051	0.133849912	0.093370866	0.017167128	0.114839257	0.037801003	0.199875517
ENSMUSG00000033420	14.49718637	9.7440752	9.680335155	12.09980254	12.65427517	11.94381189	8.901019174	13.50142726	13.16718742	13.22292013	13.6272615	12.91922661
ENSMUSG00000033423	40.75355339	40.29692638	40.62121948	37.7898209	37.50303353	40.2308575	40.70710461	40.4109109	43.36416613	38.17585006	42.31822262	40.32034297
ENSMUSG00000033427	0.094959736	0	0.072376338	0.176496309	0.159927648	0.070673443	0.083656195	0.037348346	0.068668513	0.114839257	0.075602006	0.163534514
ENSMUSG00000033429	15.05111816	14.59826651	13.49818696	13.13916969	13.17404003	15.23012699	16.02852701	16.62001419	16.82378575	16.3892025	15.66851566	15.80833636
ENSMUSG00000033430	12.20232608	11.42162661	11.68877852	11.23693169	12.17449223	11.78479664	11.82898601	11.95147088	11.22730192	11.79563223	12.60663443	12.84654461
ENSMUSG00000033434	4.289014745	4.229571103	3.492158289	3.274987073	3.718317823	4.311080031	3.898378698	3.790857169	3.210252996	3.658450607	3.534393761	3.670441316
ENSMUSG00000033436	3.560990102	2.444941946	2.189384213	2.549391135	2.738760977	2.791601004	2.091404881	2.745103467	2.901244686	3.37955527	2.872876212	2.961791755
ENSMUSG00000033439	3.386897253	2.784021486	3.238841108	3.118101465	2.918679582	2.738595921	2.342373467	2.894496853	2.781074788	3.002226283	3.383189749	3.034473761
ENSMUSG00000033444	76.58502713	72.38455863	68.48610946	66.85287983	68.12917818	66.55671507	66.08839424	70.47632982	69.54403682	68.47700823	72.44562184	71.71896967
ENSMUSG00000033446	2.975405063	2.498480821	1.954161115	2.176787815	2.538851417	2.279218541	1.422155319	2.091507403	1.991386885	3.428772094	2.702771699	2.453017711
ENSMUSG00000033450	0.253859028	0.379769085	0.357358167	0.343579482	0.197310736	0.419093518	0.404895985	0.474884226	1.000843581	0.325815377	0.433955512	0.544751637
ENSMUSG00000033453	5.333571842	3.569258315	3.202652939	3.647590393	3.338489659	3.62201396	3.296054093	5.284791028	4.755294544	4.872465607	3.364289248	4.833353416
ENSMUSG00000033454	23.73993401	19.32753378	18.03980215	22.86607741	20.17087464	19.80623244	17.55106976	19.43981435	18.54049858	23.62407567	21.88678061	21.85911338
ENSMUSG00000033458	9.670066455	8.851760622	9.716523323	8.040387425	7.576572339	7.791747105	6.474989512	7.450995124	6.712347173	7.956719931	8.826534151	8.867204763
ENSMUSG00000033460	1.582662268	1.213547827	1.176115486	1.431581176	1.119493538	1.148443451	1.288305407	1.549956379	1.184531854	1.460099121	1.606542618	1.326446614
ENSMUSG00000033467	1.820061608	1.213547827	0.886610136	1.313916969	0.779647286	1.431137223	1.171186733	1.49393386	1.83688273	1.017147702	1.417537604	1.235594106
ENSMUSG00000033470	0.158266227	0.017846292	0.108564506	0.058832103	0.119945736	0.106010165	0.066924956	0.018674173	0.068668513	0.328112162	0.018900501	0
ENSMUSG00000033475	17.86255942	17.36497709	17.97122557	18.50779521	16.93593814	15.64745368	17.70298941	17.9692232	18.47423347	16.83084147	18.71584349	16.01711542
ENSMUSG00000033478	19.37178616	22.64694401	18.6730951	18.06145565	19.15133589	18.85214095	15.84448338	17.32963277	18.19715602	21.34369614	24.28714429	20.45998476
ENSMUSG00000033486	2.089114193	2.248632739	1.827502525	2.176787815	2.438896637	2.067198212	1.321767885	1.232495434	1.905551243	1.755400067	2.192458162	1.780709153
ENSMUSG00000033487	15.25686426	13.7773371	12.79251767	15.57089662	16.25264726	15.26546372	14.60637169	15.36884458	13.99120958	15.84781743	16.65134173	14.48188975
ENSMUSG00000033488	0.443145435	0.249848082	0.271411266	0.156885608	0.359837209	0.282693773	0.117118673	0.410831811	0.274674053	0.459357027	0.340209025	0.327069028
ENSMUSG00000033491	0.189919472	0.160616624	0.325693519	0.333381918	0.179918604	0.212020329	0.117118673	0.392157638	0.497846721	0.196867297	0.453612033	0.763161066
ENSMUSG00000033498	0.079133113	0.124924041	0.199034928	0.274549814	0.09995478	0.106010165	0.050193717	0.186741732	0.120169898	0.147650473	0.113403008	0.163534514
ENSMUSG00000033499	102.9838338	97.440752	95.75389465	102.9757911	100.494536	102.988875	105.0721812	111.3354209	103.0886056	111.3612678	124.2140952	111.4033451
ENSMUSG00000033502	34.01141213	36.83474581	36.1881688	26.78821761	39.98191208	28.03968856	29.5640994	33.37074759	38.28269615	30.07147966	32.84907142	31.25326269
ENSMUSG00000033508	0.031653245	0	0	0.019610701	0	0.053005082	0.050193717	0.018674173	0.017167128	0.049216824	0	0.036341003
ENSMUSG00000033510	0.031653245	0.035692583	0	0.019610701	0.039981912	0.053005082	0.016731239	0.05602252	0.051501385	0.049216824	0.094502507	0.018170502
ENSMUSG00000033526	118.2723513	126.0483574	123.0397739	143.1188962	129.5413951	131.4349359	126.7056733	128.8331212	131.105359	134.2963079	135.8001025	124.7586637
ENSMUSG00000033530	78.21516926	78.13106452	70.36789424	78.03097942	74.64622985	76.39799202	81.14650939	79.08512369	83.05456681	82.55301998	90.60900368	84.60185528
ENSMUSG00000033538	0.728024643	0.33907954	0.253317182	0.725595938	0.519764857	0.724402792	0.53539965	0.765641103	0.532180978	0.984336486	0.718219053	0.545115047
ENSMUSG00000033540	9.068654793	9.40499566	10.04221684	11.82525272	11.47480877	12.80956157	9.31930015	9.15034489	9.132912266	9.384007836	10.43307677	9.466831315
ENSMUSG00000033542	8.957868435	6.79943709	5.916765599	7.510898497	7.816463811	8.021435795	7.094045357	6.928118274	7.605037845	8.875433985	7.276693036	7.32271213
ENSMUSG00000033543	15.351824	15.15150155	14.90952555	14.10009404	14.39348835	14.31137223	14.95772771	14.43513592	14.6092262	13.10808088	15.87642117	15.19053931
ENSMUSG00000033544	5.14365237	4.247417395	4.451144763	3.392651279	4.278064592	4.805794133	3.563753917	6.648005675	5.8196565	5.184172161	4.139209805	5.251274952
ENSMUSG00000033545	60.01455319	57.21521079	52.79853828	57.63585034	57.45400766	59.08299846	58.34183056	59.45856761	60.51412733	59.15862283	63.94039621	55.92880381
ENSMUSG00000033554	4.937906275	4.622189518	4.433050678	4.059415114	4.557937977	4.417090196	4.366853392	4.295059846	4.39478485	4.347486148	5.745752424	3.688611817
ENSMUSG00000033557	50.7401523	46.57882101	44.58382396	47.65400352	47.13867434	50.08980282	49.55793006	50.60700949	47.44994267	55.76266195	56.73930518	53.25774008
ENSMUSG00000033565	94.20005817	83.16371874	86.182124	89.73856794	98.71534092	90.90371623	94.66535054	90.51371771	90.64243753	105.6521162	99.0575278	103.6081999
ENSMUSG00000033569	0.126612981	0.124924041	0.16284676	0.156885608	0.119945736	0.159015247	0.217506108	0.298786772	0.257506925	0.311706554	0.207905515	0.199875517
ENSMUSG00000033576	26.66785921	19.75584477	21.35101959	29.37683015	24.68883071	22.84519049	25.6657207	27.11489955	27.5189067	35.09159574	33.18928045	29.23633702
ENSMUSG00000033577	19.10273357	18.41737291	16.33895821	19.80680805	19.31126353	18.53411046	17.33356365	17.57239702	17.54480514	20.16249236	19.0328049	21.55021485
ENSMUSG00000033578	0.23739934	0.356925832	0.488540279	0.294160516	0.219900516	0.300362133	0.217506108	0.298786772	0.120169898	0.147650473	0.283507521	0.163534514
ENSMUSG00000033579	0.41149219	0.178462916	0.542822532	0.313771217	0.539755813	0.477045741	0.284431064	0.280112599	0.257506925	0.311706554	0.491413036	0.272557523
ENSMUSG00000033581	1.139516833	0.874468287	0.940892389	1.117809959	1.15947545	1.060101647	1.305036646	1.38188882	0.995693443	1.8210225	2.116856156	1.762538652
ENSMUSG00000033585	2.975405063	2.534173404	1.954161115	2.255230619	2.298959945	2.862274447	1.723317622	2.091507403	2.214559553	2.739736554	2.230259164	2.271312695
ENSMUSG00000033589	1.661795381	1.802475449	1.19420957	1.529634681	1.05952067	1.57248411	0.987143104	1.419237167	1.596542934	1.197609392	1.304134596	1.181082602
ENSMUSG00000033590	33.93227902	36.28151077	37.50903696	41.53546479	36.90330485	32.10341154	30.30027392	28.44076585	33.23556043	35.48533033	35.96765415	33.92432642
ENSMUSG00000033594	1.345262927	1.142162661	1.013268726	1.313916969	0.919583978	1.201448533	1.070799299	0.859011969	1.218866111	1.230420608	1.455338607	1.526322131
ENSMUSG00000033595	0.031653245	0.053538875	0	0.039221402	0.079963824	0.070673443	0.033462478	0.112045039	0.034334257	0.164056081	0	0.036341003
ENSMUSG00000033596	8.198190546	7.005383295	7.147163338	7.287532612	8.016373372	6.961334148	6.82132616	7.581714337	7.038522611	8.268426485	7.957111087	7.188432124
ENSMUSG00000033597	0.205746095	0.142770333	0.199034928	0.19610701	0.259882429	0.371035576	0.217506108	0.112045039	0.20600554	0.34451777	0.189005014	0.363410031
ENSMUSG00000033610	16.50716745	22.05801639	20.79010298	23.39556634	26.52799866	24.31166444	20.06075562	24.145706	21.18423635	19.73594655	18.52249137	18.51574109
ENSMUSG00000033615	0.015826623	0.017846292	0.018094084	0.019610701	0	0.017668361	0.016731239	0	0	0	0	0.072682006
ENSMUSG00000033618	2.846734621	2.897880826	3.099335717	3.680340263	3.191955951	2.522335185	2.762494879	2.913357768	2.565112313	3.206312048	3.878382886	2.180460188
ENSMUSG00000033623	49.25244977	47.14990234	43.60674341	45.5360478	45.3394883	44.29458048	44.6054833	44.85536413	44.20535542	49.56134208	45.92821839	53.87553714
ENSMUSG00000033624	182.417653	187.0826746	186.8757037	185.8702244	195.0317671	190.9243066	169.9726575	173.3710244	180.8385297	184.6779304	171.6543537	169.2400516
ENSMUSG00000033628	14.7978922	16.54351229	14.60192611	13.64904792	14.99321703	15.42447896	14.03750956	14.02430411	14.83239887	12.27139486	14.25097805	12.93739711
ENSMUSG00000033629	9.7017197	8.958838371	8.721348681	8.942479672	8.416192493	9.25822105	8.499469437	8.944928984	9.407586319	9.318385404	10.71658429	10.04828736
ENSMUSG00000033632	8.498896377	6.995746298	6.839563904	7.157905878	7.31668991	6.731645458	6.106902253	7.637736857	7.690873487	6.677082499	6.766379499	7.068325108
ENSMUSG00000033633	0.633064907	0.749544246	0.524728448	0.647153134	0.699683461	0.512382463	0.301162303	0.410831811	0.463512465	0.26248973	0.472512535	0.399751034
ENSMUSG00000033634	0.015826623	0	0.018094084	0.019610701	0.179918604	0	0.016731239	0	0	0.032811216	0.018900501	0
ENSMUSG00000033644	1.915021344	2.26647903	1.863690693	2.059123609	1.999095604	2.190876737	1.823705056	1.755372285	1.871216987	1.574938378	1.965652145	2.198630689
ENSMUSG00000033653	11.96492674	10.63638978	9.37273572	9.746518415	10.2753514	9.947287121	10.00528095	10.83102048	11.81098428	10.82770135	11.11349482	10.61157291
ENSMUSG00000033658	23.9743263	20.64351932	20.86211743	22.28069798	20.74221617	21.58826331	20.79492239	24.97297188	24.21938463	23.52383741	27.21502096	22.78562726
ENSMUSG00000033669	0.933770738	0.321233248	0.560916616	0.980535052	0.739665373	0.812744596	0.451743454	0.673017204	0.669518004	0.805515358	0.699318552	0.709194676
ENSMUSG00000033671	138.4671218	132.4551761	120.4342258	133.9214774	129.8612504	130.904885	127.1908792	127.2084681	128.9938022	139.0211231	133.2485348	142.9836768
ENSMUSG00000033676	0.031653245	0.035692583	0.054282253	0.098053505	0	0.017668361	0.033462478	0.074696693	0.034334257	0.049216824	0.113403008	0.127193511
ENSMUSG00000033684	9.432667115	9.06591612	8.268996571	10.58977856	8.756038745	10.76003172	8.666781827	9.747918433	10.8496251	9.646497566	9.677056713	9.703047835
ENSMUSG00000033685	13.35766954	13.04563914	11.68877852	17.88495934	13.75377776	14.48805584	11.07608025	15.16342867	20.39454844	12.5502902	11.81281337	11.59278
ENSMUSG00000033688	0.063306491	0.053538875	0.018094084	0.098053505	0.139936692	0.053005082	0.083656195	0.05602252	0.10300277	0.114839257	0.056701504	0.054511505
ENSMUSG00000033697	4.985386143	4.996961641	4.885402788	4.196690022	4.697874669	4.770457411	4.115884806	5.098049296	4.411951978	4.363891756	4.384916323	4.106533353
ENSMUSG00000033701	17.78912389	18.82783761	17.8588613	17.68885233	18.63157103	17.77437095	17.2666387	17.49770033	17.90531484	17.71805675	20.97955655	17.93428504
ENSMUSG00000033703	5.887503635	5.460965222	5.609166164	4.137857918	5.397558131	5.070819545	4.04895985	4.649869138	4.49778762	4.856059999	5.594548412	4.488113886
ENSMUSG00000033705	33.0143349	28.14360181	23.21471029	35.43653677	31.7856201	31.55569236	22.40312909	23.86559341	25.30434714	33.25416763	28.65316011	31.10789868
ENSMUSG00000033706	5.523491314	4.907730183	5.193002223	4.569293341	4.697874669	4.894135937	4.417047109	4.929981736	4.909798699	4.954493648	5.802453928	5.8145605
ENSMUSG00000033707	0.965423983	1.195701536	0.922798304	0.804038742	0.899593022	0.883418039	1.087530538	0.541551024	0.721019389	0.86949723	0.793821059	0.835843072
ENSMUSG00000033712	15.47843698	14.34841843	15.66947709	14.43347596	15.19312659	15.35380552	14.65656541	15.12608033	15.08990579	14.48615196	15.74411766	13.9731157
ENSMUSG00000033713	242.7803918	235.4282785	236.471589	241.4469511	246.468497	240.6254055	270.025467	265.6027661	274.1933735	249.2504039	272.6775336	248.4270974
ENSMUSG00000033715	2.405646647	1.35631816	1.483714921	0.902092248	0.919583978	1.448805584	1.120993016	1.718023938	1.871216987	1.755400067	1.549841114	1.653515642
ENSMUSG00000033717	0.728024643	0.446157289	0.398069857	0.725595938	0.739665373	0.565387545	0.334624781	0.298786772	0.360509695	0.328112162	0.340209025	0.472433041
ENSMUSG00000033720	6.204036089	5.657274429	5.952953768	7.5697306	6.137223504	6.077916109	5.2703403	5.490206934	6.094330553	6.545837634	7.427897048	6.650403572
ENSMUSG00000033721	5.85585039	4.318802561	3.383593783	5.000728764	4.517956065	5.918900862	4.115884806	4.481801579	5.115804239	6.152103039	5.008632869	6.214311535
ENSMUSG00000033722	2.104940816	1.284932993	1.19420957	1.255084866	0.999547802	1.342795419	1.087530538	1.456585513	1.42487165	1.410882297	1.379736602	1.653515642
ENSMUSG00000033728	6.663008147	7.316979546	6.930034326	7.589341301	6.297151152	7.438379889	6.742689337	6.722702368	6.575010146	6.414592769	6.558473983	6.432357554
ENSMUSG00000033730	0.775504511	0.356925832	0.506634363	0.804038742	1.119493538	0.936423121	1.137724255	1.139124568	0.978526314	1.722588851	5.500045905	0.835843072
ENSMUSG00000033732	24.54709177	21.71893685	21.98431255	21.78748885	23.18950901	24.29399608	22.40312909	24.5005153	22.11126128	24.75606263	24.28714429	24.27579009
ENSMUSG00000033735	16.57047394	16.3115105	16.0309969	14.96296489	15.29308137	14.43505076	17.75184463	16.13448568	16.39460754	17.52118946	15.72521716	16.58966793
ENSMUSG00000033737	0.269052585	0.428310998	0.325693519	0.235328412	0.219900516	0.300362133	0.200774869	0.597573544	0.326175438	0.393734595	0.340209025	0.363410031
ENSMUSG00000033739	1.630142136	2.070169823	1.917972947	2.117955712	2.238987076	2.190876737	1.7567801	1.830068978	2.025721142	1.919456148	2.230259164	1.944243667
ENSMUSG00000033740	0.015826623	0.017846292	0	0.039221402	0.039981912	0.035336722	0	0.037348346	0.034334257	0	0.056701504	0.036341003
ENSMUSG00000033751	18.42218879	19.93430769	18.99878862	17.0416992	17.23220411	20.03592113	18.20358809	18.5621282	19.98253736	18.57114837	20.96065605	18.5520821
ENSMUSG00000033752	0.189919472	0.196309207	0.217129013	0.333381918	0.379828165	0.282693773	0.200774869	0.168067559	0.240339796	0.459357027	0.113403008	0.218046019
ENSMUSG00000033760	3.596441737	2.760821307	3.200300708	3.447757349	3.358280705	2.977648843	2.892998544	2.87582268	3.174888711	2.964165272	4.646499263	3.228716423
ENSMUSG00000033762	0.332359076	0.392618415	0.253317182	0.431435423	0.379828165	0.353367216	0.284431064	0.261438425	0.549348106	0.180461689	0.604816045	0.308898527
ENSMUSG00000033763	101.4486514	84.68065353	76.82748237	85.2673281	78.38453863	81.20378616	96.42213064	103.7537065	107.0370451	83.30767796	112.0421723	90.6344618
ENSMUSG00000033765	0.110786359	0.107077749	0.072376338	0.098053505	0.019990956	0.035336722	0.016731239	0.018674173	0.154504155	0.049216824	0	0.072682006
ENSMUSG00000033767	8.957868435	7.227748088	7.798550377	10.21717524	8.616102053	8.710501866	9.536806258	8.832883944	9.956934425	11.15581351	13.32485348	9.812070844
ENSMUSG00000033768	0.664718152	0.713851663	0.669481123	0.647153134	0.419810077	0.742071153	0.669249562	0.597573544	0.669518004	0.803874797	0.567015042	0.744990564
ENSMUSG00000033769	26.44628649	24.788499	21.8033717	24.96442242	24.16906585	26.00782707	23.02218493	22.37165955	24.85800181	24.31311121	23.64452724	23.56714053
ENSMUSG00000033773	10.28730474	11.18962482	10.92882698	10.68783206	11.63473641	10.35365942	10.6243368	11.22317812	10.38611263	11.1230023	11.64270886	10.81144843
ENSMUSG00000033777	0.205746095	0.428310998	0.217129013	0.37260332	0.219900516	0.424040659	0.16731239	0.373483465	0.429178208	0.6070075	0.472512535	0.381580533
ENSMUSG00000033781	15.88992917	16.00812354	15.07237231	15.1198505	15.11316277	15.44214732	13.35152876	14.8646419	14.7293961	13.91195567	15.04479911	14.79078827
ENSMUSG00000033788	87.0305981	71.8134773	71.41735113	84.75744988	71.74754123	81.13311271	88.32421094	84.18317298	86.84850217	87.88484262	97.01627365	88.25412609
