PC1,PC2,Sample,Condition
-7.883323727951278,-4.215678190259302,RR3_HRT_FLT_F1,Space.Flight...space.radiation
-13.679525917616536,15.423414232211664,RR3_HRT_FLT_F2,Space.Flight...space.radiation
-2.2171250805970693,-4.9037373158499955,RR3_HRT_FLT_F9,Space.Flight...space.radiation
1.1968386177094674,-14.459880267834045,RR3_HRT_GC_G7,Ground.Control...non.irradiated
22.58313610845541,8.155881541731674,RR3_HRT_GC_G8,Ground.Control...non.irradiated
