Gene	RR3_HRT_FLT_F1	RR3_HRT_FLT_F2	RR3_HRT_FLT_F9	RR3_HRT_GC_G7	RR3_HRT_GC_G8
ENSMUSG00000029534	10.26241914	6.552193076	8.824684224	7.492394493	11.42618984
ENSMUSG00000029535	8.655052285	7.296458415	9.838276031	8.967952108	8.85456655
ENSMUSG00000029536	9.310363386	8.572341853	7.746737382	7.478068691	10.31571615
ENSMUSG00000029538	4.179153818	3.309322669	4.054367228	3.796337554	3.886657925
ENSMUSG00000029544	1.199342959	0.505037194	0.715949768	0.61600949	0.204560943
ENSMUSG00000029545	143.1669292	128.2528665	131.0590295	119.5344926	146.9039803
ENSMUSG00000029547	33.9154406	32.46857542	29.13674226	31.05833893	38.45745736
ENSMUSG00000029550	18.52181189	22.26150791	17.34255582	18.46581564	22.61859574
ENSMUSG00000029551	3.115818823	2.418862352	3.837168983	3.896618168	3.009968167
ENSMUSG00000029552	2.324499756	4.638367918	2.533979517	2.492689564	2.191724394
ENSMUSG00000029553	0.160736685	0.066452262	0.225242624	0.100280615	0.058445984
ENSMUSG00000029554	5.724698868	4.784562895	4.979470861	4.168808408	5.756929407
ENSMUSG00000029557	5.526869102	4.452301583	6.041328945	5.357849982	8.182437736
ENSMUSG00000029559	10.58389251	8.266661446	8.535086565	9.698568015	10.22804717
ENSMUSG00000029560	8.50667996	7.947690587	8.148956353	8.409245827	8.474667655
ENSMUSG00000029561	5.205395731	4.65165837	3.370594977	5.873578857	13.88092116
ENSMUSG00000029563	2.621244406	3.415646289	1.641053402	1.762073657	1.957940458
ENSMUSG00000029569	19.22658043	20.67994407	18.99277981	18.39432988	24.02129935
ENSMUSG00000029570	2.917989056	4.425720678	2.879887832	3.15167646	4.704901698
ENSMUSG00000029571	99.57019436	135.376549	110.5699951	109.6067118	126.7693389
ENSMUSG00000029575	19.07820811	18.39398624	19.99832724	22.20499324	22.85237968
ENSMUSG00000029576	1.261164762	0.863879412	0.892926116	1.002806146	0.496790863
ENSMUSG00000029577	93.31382799	96.14313328	85.35891003	86.06941895	106.6639205
ENSMUSG00000029578	35.04059739	32.85399854	32.15338454	28.03559469	34.6876914
ENSMUSG00000029580	500.3575986	425.3853862	407.5785388	478.1078864	498.0006944
ENSMUSG00000029581	17.99014439	16.70609877	11.9619922	13.0221541	15.95575358
ENSMUSG00000029587	8.296485833	9.024217238	7.867403073	8.079752379	8.766897574
ENSMUSG00000029591	10.70753611	8.040723754	9.387790783	8.394920025	8.825343558
ENSMUSG00000029592	7.022956711	8.279951899	7.996113144	6.661497972	5.669260431
ENSMUSG00000029594	10.58389251	8.997636333	9.186681298	8.667110264	9.000681509
ENSMUSG00000029596	3.758765564	2.77770457	3.241884906	2.736228199	3.798988949
ENSMUSG00000029597	1.013877553	0.15948543	0.080443794	0.100280615	0
ENSMUSG00000029598	20.59902444	20.5869109	18.87211412	20.09910033	19.40406663
ENSMUSG00000029599	19.46150328	18.39398624	16.24964643	17.97888162	16.74477437
ENSMUSG00000029600	7.171329036	5.728185021	6.990565716	7.119923639	7.276524986
ENSMUSG00000029601	0.074186162	0.039871357	0	0.07162901	0
ENSMUSG00000029603	0.383295173	0.730974887	1.021636186	0.845222323	0.730574798
ENSMUSG00000029605	0.346202091	0.332261312	0.458529627	0.257864438	0.935135741
ENSMUSG00000029608	0	0.013290452	0.120665691	0	0
ENSMUSG00000029610	13.14331511	12.306959	13.43411363	13.681141	15.98497658
ENSMUSG00000029613	18.03960183	20.50716819	19.44326506	17.30556892	20.01774946
ENSMUSG00000029614	203.0516068	173.6744498	201.9451356	210.1464802	221.3036722
ENSMUSG00000029616	26.23717278	21.26472398	25.01802	24.72633441	28.22941019
ENSMUSG00000029617	13.74916877	14.92517814	15.26823214	15.42888885	16.10186854
ENSMUSG00000029621	22.55259338	23.09880642	21.72786881	20.47157119	28.14174121
ENSMUSG00000029622	30.50287712	24.613918	22.90234821	23.79515727	25.97923981
ENSMUSG00000029623	33.9772624	28.17575927	33.19915387	28.98109763	30.91792544
ENSMUSG00000029624	16.44459934	16.13460932	15.30845404	12.64968325	14.55304997
ENSMUSG00000029625	7.332065721	6.193350858	6.153950257	6.360656128	6.25372027
ENSMUSG00000029627	4.043145853	3.747907601	4.191121678	3.610102127	3.594428005
ENSMUSG00000029629	24.76358831	24.01584764	24.78223924	23.45821441	31.7721135
ENSMUSG00000029630	0.01236436	0.119614072	0.056310656	0	0
ENSMUSG00000029632	703.4084635	598.0039096	781.1735967	680.8194185	728.6460804
ENSMUSG00000029633	0.096565655	0.028574473	0.074732285	0.047848179	0.066628422
ENSMUSG00000029634	31.02218026	32.93374126	31.52592295	33.04962542	37.5807676
ENSMUSG00000029635	8.395400716	10.36642003	7.955408584	7.01921325	6.838180108
ENSMUSG00000029636	0.741861624	0.730974887	0.482662765	0.329493448	0.321452911
ENSMUSG00000029638	3.102712601	2.100290206	3.239793368	2.595978597	2.849533941
ENSMUSG00000029640	14.66413144	13.10438615	13.30540356	12.23423498	12.36132558
ENSMUSG00000029641	1.21170732	0.518327647	1.126213119	0.974154542	1.198142668
ENSMUSG00000029642	24.15340712	21.44680318	26.76968362	25.22687793	28.04442865
ENSMUSG00000029647	11.5854057	14.87201633	11.24604243	12.43479621	16.2479835
ENSMUSG00000029648	88.26916894	114.4839577	89.77527433	74.7520353	121.9475453
ENSMUSG00000029649	33.11175717	31.21927289	41.09873446	37.23275963	48.62705854
ENSMUSG00000029650	4.475898467	6.286384026	4.746183858	4.398021242	5.230915553
ENSMUSG00000029651	159.698079	110.4835315	138.596613	128.9322188	167.3892977
ENSMUSG00000029655	26.15062226	25.87651099	24.18944892	26.83222731	29.22299191
ENSMUSG00000029657	29.48899957	39.72516248	31.42134602	37.13247902	44.30205574
ENSMUSG00000029659	17.72554708	11.4638127	15.22728625	14.41934958	12.17634404
ENSMUSG00000029661	135.2537385	160.7613133	122.3147891	96.29804165	119.0252461
ENSMUSG00000029664	0.494574416	0.438584932	0.450485248	0.386796656	1.285811644
ENSMUSG00000029669	30.13194631	29.78390402	29.41829554	26.7176209	28.901539
ENSMUSG00000029670	6.899313107	6.831292578	7.400829067	6.10279169	8.971458517
ENSMUSG00000029672	14.6764958	15.27072991	13.73175567	15.91596612	14.34848903
ENSMUSG00000029673	23.24499756	14.03471783	18.67100463	17.59208497	27.93718027
ENSMUSG00000029674	3.486749635	3.495389004	2.92010973	3.552798918	3.945103908
ENSMUSG00000029675	16.29622702	10.19377706	7.344518411	8.781716681	10.43260811
ENSMUSG00000029676	9.335092107	8.904603165	9.806098513	8.423571629	8.942235526
ENSMUSG00000029681	22.71333007	20.34768276	20.95560839	19.95584231	27.00204453
ENSMUSG00000029683	241.6861529	357.1277487	229.2567691	237.5934277	250.9962775
ENSMUSG00000029684	14.96087609	22.28808882	15.64631797	17.1623109	20.19308741
ENSMUSG00000029685	47.33077164	66.33264836	48.36280907	49.86811707	68.41102407
ENSMUSG00000029686	61.58687919	57.62740198	62.09456475	55.85630235	68.35257809
ENSMUSG00000029687	6.046172239	4.49217294	5.301246038	6.632846368	3.682096981
ENSMUSG00000029695	0.642946741	0.584779909	0.925103633	0.945502938	0.292229919
ENSMUSG00000029699	0.568760579	0.664522624	0.305686418	0.257864438	0.204560943
ENSMUSG00000029701	13.47715284	13.10438615	12.87100707	12.59238004	17.97214003
ENSMUSG00000029703	5.47741166	3.867521673	3.515393807	3.309260283	4.909462641
ENSMUSG00000029705	87.9724243	81.41731193	82.50315533	75.92675108	90.76661288
ENSMUSG00000029708	8.617959204	7.774914704	7.63411607	7.793236337	6.984295067
ENSMUSG00000029710	40.32017929	35.33931316	34.30927823	31.24457436	40.64918175
ENSMUSG00000029713	64.2699454	60.64433469	56.07736894	57.53242119	58.70899075
ENSMUSG00000029714	14.84959685	16.75926058	9.701521581	13.15108632	15.42973973
ENSMUSG00000029715	5.403225498	4.120040271	5.389734212	4.913750117	5.552368464
ENSMUSG00000029716	0.074186162	0.132904525	0.096532553	0.057303208	0
ENSMUSG00000029718	36.31412652	35.40576542	28.75061205	29.28193947	29.71978278
ENSMUSG00000029720	5.236059345	2.667792527	4.54290239	1.720385573	3.552931357
ENSMUSG00000029722	8.791060249	10.69881425	7.843269935	7.435091285	8.913012534
ENSMUSG00000029723	101.9441516	88.04924772	81.97222629	92.61631051	112.5961878
ENSMUSG00000029725	1.755739178	1.435368868	1.335366984	1.661793042	2.367062345
ENSMUSG00000029726	15.59145847	17.51681638	14.61663741	15.81568551	15.75119264
ENSMUSG00000029729	25.96515685	25.53095923	25.79068264	23.51107662	30.53802655
ENSMUSG00000029730	6.849855665	5.316180994	5.711509388	4.7991437	5.34780752
ENSMUSG00000029735	1.755739178	1.608144751	1.930651061	1.790725261	1.724156523
ENSMUSG00000029752	1.656824295	1.780920633	1.496254572	1.317973792	1.811825499
ENSMUSG00000029754	0	0.05316181	0.064355035	0.014325802	0
ENSMUSG00000029755	0.037093081	0.186066335	0.072399415	0.085954813	0.14611496
ENSMUSG00000029757	0.160736685	0.186066335	0.128710071	0.028651604	0
ENSMUSG00000029759	15.64091591	16.0282857	15.33258718	14.69827294	20.77754725
ENSMUSG00000029761	38.47788959	37.73159461	35.06544989	33.88052194	34.27856951
ENSMUSG00000029762	2.497600802	2.604928687	2.067405511	2.292128334	1.344257628
ENSMUSG00000029763	49.03705337	49.36074053	48.30649842	45.49874744	56.63415833
ENSMUSG00000029765	26.90484825	25.91638235	24.49513533	23.35105741	33.34343377
ENSMUSG00000029767	221.173679	211.9428458	220.3355523	202.1800449	259.6755061
ENSMUSG00000029769	0.568760579	0.890460317	0.748127286	1.117412563	0.993581725
ENSMUSG00000029771	1.928840223	2.418862352	2.035227993	2.822183012	3.039191159
ENSMUSG00000029772	16.2714983	16.36054701	16.43466716	15.02776639	22.58937275
ENSMUSG00000029775	38.46552523	37.10694334	40.25407462	34.10973478	46.46455714
ENSMUSG00000029776	158.8202094	164.6288349	165.014355	155.6355139	177.003662
ENSMUSG00000029777	55.20686922	52.32451144	52.43326506	48.6934013	57.59851706
ENSMUSG00000029778	7.554624209	8.333113709	8.848817362	7.549697701	13.55946825
ENSMUSG00000029780	33.5074167	35.32602271	35.29069252	34.9406313	40.09394491
ENSMUSG00000029781	82.94012961	78.25418424	76.74337967	77.61719572	91.11728879
ENSMUSG00000029782	7.777182696	9.329897645	8.494864668	8.681436066	9.029904501
ENSMUSG00000029784	0.086550523	0.119614072	0	0.07162901	0
ENSMUSG00000029787	8.172842229	7.761624252	8.535086565	8.165707191	11.45541283
ENSMUSG00000029790	1.557909411	1.275883439	2.035227993	1.99128649	1.724156523
ENSMUSG00000029797	0.247287208	0.31897086	0.096532553	0.329493448	0.467567871
ENSMUSG00000029798	3.335038933	3.410861726	2.558112656	3.108699053	6.03484006
ENSMUSG00000029802	14.26847191	17.38391185	15.30040966	13.36597335	18.00136302
ENSMUSG00000029804	34.37292193	28.64092511	38.86239698	39.68247179	33.31421078
ENSMUSG00000029810	17.91595823	16.63964651	16.72426481	17.34854633	16.9785583
ENSMUSG00000029813	0.024728721	0.039871357	0.13675445	0.042977406	0
ENSMUSG00000029814	0.024728721	0	0.072399415	0	0
ENSMUSG00000029815	11.44939774	10.72539516	12.30790051	12.06232536	12.47821755
ENSMUSG00000029816	0.395659533	0.930331674	17.46434772	0.34381925	0.350675903
ENSMUSG00000029817	12.97021407	14.55304547	12.88709583	14.49771171	16.54021342
ENSMUSG00000029819	0.346202091	1.355626154	0.659639112	0.6876385	1.198142668
ENSMUSG00000029821	0.173101046	0.146194977	0.361997074	0.315167646	0
ENSMUSG00000029822	22.93588855	20.57362045	22.82994879	17.19096251	30.33346561
ENSMUSG00000029823	56.87593423	52.92244889	51.68497689	46.81643471	61.83585089
ENSMUSG00000029826	21.1430563	23.23171095	21.77613509	21.9471288	30.94714844
ENSMUSG00000029828	0.395659533	0.37213267	0.201109486	0.472751469	0.116891968
ENSMUSG00000029830	0.494574416	0.42529448	0.176976347	0.34381925	0.526013854
ENSMUSG00000029832	0.061821802	0.013290452	0.056310656	0	0
ENSMUSG00000029833	18.8309209	20.75968678	19.04909047	20.35696477	21.80035197
ENSMUSG00000029836	35.8842177	34.42041127	36.88573207	34.52317742	41.18308581
ENSMUSG00000029838	3.128183183	4.146621176	5.003603999	4.168808408	7.948653801
ENSMUSG00000029840	34.5089299	38.46256949	33.27155328	35.91478584	39.91860695
ENSMUSG00000029843	0.136007964	0.26580905	0.257420141	0.200561229	0.292229919
ENSMUSG00000029844	0.210194127	0.146194977	0.096532553	0.057303208	0.116891968
ENSMUSG00000029847	0.037093081	0.039871357	0.048266277	0.07162901	0
ENSMUSG00000029851	3.598028878	2.737833212	3.000553524	3.194653866	3.535982022
ENSMUSG00000029859	0.160736685	0.305680407	0.257420141	0.229212833	0.292229919
ENSMUSG00000029860	22.44131414	29.73074221	17.77003414	20.81539044	20.33920237
ENSMUSG00000029861	0.568760579	0.651232172	0.2735089	0.386796656	0.409121887
ENSMUSG00000029862	2.633608767	1.435368868	2.268514997	1.03145775	2.60084628
ENSMUSG00000029863	6.750940782	6.818002125	7.207763961	5.644366023	8.474667655
ENSMUSG00000029864	48.57957204	43.89836456	51.61273836	44.75380573	49.73753224
ENSMUSG00000029866	0.123643604	0.05316181	0.096532553	0.300841844	0
ENSMUSG00000029869	1.162249878	0.970203031	1.045769325	0.859548125	0.321452911
ENSMUSG00000029875	0.370930812	0.21264724	0.378085833	0.6876385	0.321452911
ENSMUSG00000029910	2.485236442	2.870737737	2.654645209	3.180328064	2.571623288
ENSMUSG00000029911	22.50313594	19.98884054	22.70123872	21.71791597	25.68700989
ENSMUSG00000029913	7.183693396	6.711678505	6.990565716	6.417959336	6.370612237
ENSMUSG00000029915	0.729497264	1.129688461	1.013591807	0.902525532	0.847466765
ENSMUSG00000029916	10.806451	11.08104766	10.88139071	13.37972612	13.99664421
ENSMUSG00000029918	51.35673103	42.64135356	57.90207552	51.36544991	58.8735162
ENSMUSG00000029919	2.077212548	1.368916606	1.753674714	1.876680074	1.22736566
ENSMUSG00000029920	10.9919164	12.06773086	10.98057791	10.21429689	10.19882418
ENSMUSG00000029922	34.24927833	18.80599027	21.35782736	61.21415233	29.2814379
ENSMUSG00000029923	0.408023893	0.239228145	0.2735089	0.257864438	0.116891968
ENSMUSG00000029924	11.36284721	13.18412887	11.84937089	12.03367376	14.465381
ENSMUSG00000029925	2.13903435	0.970203031	1.295145087	1.976960688	0.993581725
ENSMUSG00000029992	20.57429572	21.54382348	20.77863204	21.20218709	23.52450849
ENSMUSG00000029993	31.52899539	30.91359248	35.46766886	31.70300002	34.16138532
ENSMUSG00000029994	13.10622203	13.3436143	14.87405755	10.9735644	16.13109154
ENSMUSG00000029998	61.11703349	56.61732759	56.9542063	58.89337239	65.22571795
ENSMUSG00000029999	0.865505228	0.677813077	1.029680566	0.257864438	0.438344879
ENSMUSG00000030000	0.074186162	0.119614072	0.016088759	0.358145052	0.292229919
ENSMUSG00000030002	25.96515685	25.42463561	21.26933919	20.51454859	27.64495035
ENSMUSG00000030007	92.07739195	85.80316125	90.4510022	86.52784462	109.9368956
ENSMUSG00000030008	3.870044807	3.801069411	3.965879054	3.180328064	2.60084628
ENSMUSG00000030016	41.21041324	52.90929135	43.53618142	49.53862363	57.51084809
ENSMUSG00000030019	7.542259848	5.422504614	6.885988784	6.489588347	8.737674582
ENSMUSG00000030020	9.347456468	9.449511717	7.408873446	7.277507462	8.679228598
ENSMUSG00000030022	27.2634147	32.77425583	20.39250183	14.78422776	22.67704172
ENSMUSG00000030029	31.19528131	31.71101963	28.36448184	26.64599189	31.82383819
ENSMUSG00000030030	0.173101046	0.199356787	0.168931968	0.143258021	0.350675903
ENSMUSG00000030031	1.780467899	1.621435203	1.858251646	1.905331678	2.162501402
ENSMUSG00000030032	1.100428076	0.824008054	0.96532553	0.658986896	0.233783935
ENSMUSG00000030034	4.438805386	3.123256334	3.47517191	3.824989158	5.377030512
ENSMUSG00000030035	32.81501252	25.87651099	29.78833699	28.1358753	32.32062906
ENSMUSG00000030036	8.543773041	7.602138822	7.762826141	8.337616816	7.305747978
ENSMUSG00000030037	33.5595943	32.11225839	34.92242083	34.22577377	29.37875046
ENSMUSG00000030041	0.024728721	0.05316181	0.024133138	0.157583823	0.14611496
ENSMUSG00000030042	15.78928824	13.05122434	14.60054865	18.73814913	19.25795167
ENSMUSG00000030045	19.99317078	17.10481235	18.55838332	17.06203029	22.15102787
ENSMUSG00000030046	0.259651569	0.013290452	0	0.057303208	0
ENSMUSG00000030047	3.214733706	3.601712624	3.298195562	2.206173522	3.682096981
ENSMUSG00000030048	0.30910901	0.478456289	0.659639112	0.501403073	0.14611496
ENSMUSG00000030051	2.448143361	2.990351809	2.928154109	2.908137824	3.185306119
ENSMUSG00000030054	0.333837731	0.119614072	0.152843209	2.492689564	0.175337951
ENSMUSG00000030055	9.161991062	8.185456781	7.392543356	8.423571629	9.702033315
ENSMUSG00000030056	20.71030368	16.8626603	17.61711049	19.12494579	21.74190598
ENSMUSG00000030057	159.8835444	155.8039745	169.0687223	159.4318515	180.9487659
ENSMUSG00000030058	48.31992047	45.44005705	44.20386491	42.84847405	56.07892148
ENSMUSG00000030059	47.24422111	47.27413949	43.47987077	41.05774879	48.10104469
ENSMUSG00000030060	2.200856152	2.472024162	2.960331627	2.979766835	2.717738248
ENSMUSG00000030061	43.86875072	42.90158062	46.03798342	45.85689249	47.92570674
ENSMUSG00000030062	43.844022	39.35302981	40.70455987	43.8942576	57.86152399
ENSMUSG00000030064	10.84354408	13.71574697	8.695974153	8.538178045	11.22162889
ENSMUSG00000030067	17.43275902	15.87704035	15.64446777	16.90344366	15.44230562
ENSMUSG00000030068	0.328150125	0.259562537	0.333600415	0.102572743	0.43250028
ENSMUSG00000030074	2.73252365	4.133330723	3.105130456	1.905331678	1.811825499
ENSMUSG00000030075	0.086550523	0.039871357	0.032177518	0.07162901	0
ENSMUSG00000030077	3.795858645	4.38584932	4.271565472	3.337911887	5.026354609
ENSMUSG00000030079	10.13234607	9.083492656	10.02892782	10.05384791	12.47354187
ENSMUSG00000030082	32.96338484	34.01026791	31.01912704	32.70580617	37.05475375
ENSMUSG00000030083	13.27932308	13.67587561	13.04798342	11.51794488	11.42618984
ENSMUSG00000030084	37.41455459	35.63170311	34.86434041	36.10102127	43.80526488
ENSMUSG00000030086	4.661363873	4.359268415	4.183077299	4.469650252	4.383448787
ENSMUSG00000030087	20.62375316	43.24713239	20.72232139	20.85836784	24.75187415
ENSMUSG00000030088	3.424927833	2.644800045	3.33037308	3.824989158	1.665710539
ENSMUSG00000030089	88.93684441	26.42141954	89.10759084	79.5082016	76.27200889
ENSMUSG00000030091	3.610393239	3.601712624	2.171982443	4.211785814	4.851016658
ENSMUSG00000030092	0.086550523	0.039871357	0.032177518	0.143258021	0.175337951
ENSMUSG00000030094	8.469586879	9.808353935	9.564767131	9.369074567	15.13750981
ENSMUSG00000030095	18.1756098	18.75282846	17.77807852	17.26259152	16.51099043
ENSMUSG00000030096	43.52254863	40.6422037	46.25518167	42.4760032	41.67198647
ENSMUSG00000030098	15.75219516	9.290026288	10.36920507	9.455029379	8.70845159
ENSMUSG00000030101	12.178895	11.7753409	13.65131188	10.37188071	14.02703612
ENSMUSG00000030102	52.9936487	57.28185021	52.27237747	51.14311346	67.30055038
ENSMUSG00000030103	11.83269291	28.14917836	14.36726164	13.76709581	17.3292342
ENSMUSG00000030104	9.607108036	10.48616701	9.43605706	9.813174431	13.20879234
ENSMUSG00000030105	67.08901957	71.68870071	68.08762741	68.01890832	80.10022084
ENSMUSG00000030107	2.064848188	1.860663348	1.842162887	1.346625396	4.383448787
ENSMUSG00000030108	0.074186162	0.132904525	0.040221897	0.157583823	0.029222992
ENSMUSG00000030109	0.024728721	0.05316181	0.032177518	0.028651604	0
ENSMUSG00000030110	4.896286721	4.558625203	3.19361863	2.449712157	4.441894771
ENSMUSG00000030111	0.581124939	0.744265339	0.024133138	1.590164032	0
ENSMUSG00000030114	0	0.013290452	0.112621312	0.07162901	0
ENSMUSG00000030116	14.84959685	12.93161027	7.35256279	6.37498193	5.844598383
ENSMUSG00000030120	70.94670001	61.78731361	64.7331212	63.43465165	75.27842717
ENSMUSG00000030122	21.68708815	16.0548666	16.28986833	15.8013597	8.620782615
ENSMUSG00000030123	70.78596333	78.70605962	65.64213607	65.65515098	76.9733607
ENSMUSG00000030124	0.123643604	0.093033167	0.193065106	0.286516042	0
ENSMUSG00000030125	0.185465406	0.039871357	0.160887588	0.372470854	0.847466765
ENSMUSG00000030126	27.54779499	35.33931316	28.55754694	28.30778493	39.07114019
ENSMUSG00000030127	55.31814846	52.17831646	49.48097781	49.02289475	58.97199768
ENSMUSG00000030134	0.185465406	0.119614072	0.080443794	0.243538636	0.204560943
ENSMUSG00000030137	121.0223597	99.17335645	150.9688686	139.8771316	182.5852535
ENSMUSG00000030138	23.05953216	23.15196823	21.91288954	23.83813468	28.69697806
ENSMUSG00000030142	0.037093081	0.013290452	0.112621312	0.028651604	0
ENSMUSG00000030144	0.086550523	0.132904525	0.458529627	0.186235427	0.14611496
ENSMUSG00000030145	1.867018421	1.382207059	1.970872958	2.177521918	2.60084628
ENSMUSG00000030147	0.185465406	0.013290452	0.088488174	0	0.379898895
ENSMUSG00000030148	0.729497264	0.824008054	0.772260424	0.988480344	1.22736566
ENSMUSG00000030149	0.037093081	0.186066335	0.104576932	0.229212833	0.61368283
ENSMUSG00000030154	0.136007964	0.10632362	0.096532553	0.07162901	0
ENSMUSG00000030156	0.024728721	0.093033167	0.032177518	0.300841844	0
ENSMUSG00000030157	29.26644108	25.25185972	27.64048769	31.21592275	29.04765396
ENSMUSG00000030158	0.049457442	0.026580905	0.040221897	0	0.029222992
ENSMUSG00000030159	0.445116975	0.146194977	0.209234309	1.649902627	0.029222992
ENSMUSG00000030161	51.27500261	61.13608143	51.03354304	48.89396253	53.62419016
ENSMUSG00000030162	0.049457442	0.066452262	0.104576932	0	0
ENSMUSG00000030165	0.037093081	0.026580905	0.016088759	0.114606417	0
ENSMUSG00000030166	3.672215041	3.681455339	3.547571324	3.037070043	3.769765957
ENSMUSG00000030167	0	0.066452262	0.072399415	0.028651604	0
ENSMUSG00000030168	71.0456149	91.62437944	64.24241405	67.93295351	77.55782054
ENSMUSG00000030170	2.658337487	1.993567873	2.099583029	1.475557615	1.841048491
ENSMUSG00000030172	57.07388764	62.95687343	54.96724458	54.1658577	71.15798531
ENSMUSG00000030177	3.326012949	3.216289502	4.15894416	3.76768595	4.412671779
ENSMUSG00000030180	40.97549039	42.35667207	43.72924653	36.51646953	52.71827741
ENSMUSG00000030187	0.074186162	0.093033167	0.048266277	0.128932219	0.058445984
ENSMUSG00000030188	2.592806377	2.12859887	2.640004438	2.292128334	2.803361614
ENSMUSG00000030189	64.9870783	55.47434868	57.04269447	59.70994311	64.52436615
ENSMUSG00000030199	10.88063716	13.30374294	10.85991222	9.197164942	14.29004305
ENSMUSG00000030201	69.88336502	82.52041948	64.74920995	63.87875152	82.78873609
ENSMUSG00000030203	14.40447987	21.72988981	14.70512558	15.44321465	21.09900016
ENSMUSG00000030204	17.82940771	17.10481235	17.61719093	18.05051063	17.30001121
ENSMUSG00000030206	0.123643604	0.039871357	0	0	0
ENSMUSG00000030207	4.834464919	3.508679456	3.628015119	3.237631272	4.061995876
ENSMUSG00000030208	30.86144358	23.96268583	25.2915289	21.38842252	34.74613739
ENSMUSG00000030213	59.90532617	67.80788858	60.60635455	62.57510353	83.02252003
ENSMUSG00000030214	13.99645598	14.23407461	10.03938552	8.538178045	11.33852086
ENSMUSG00000030216	21.83546048	23.36461547	21.15671788	20.95864846	24.5765362
ENSMUSG00000030217	13.04440023	16.70609877	13.96504267	17.24826572	15.80963863
ENSMUSG00000030218	51.32446005	54.27820795	59.05378932	60.78437827	46.78601005
ENSMUSG00000030220	9.965674488	8.545760948	8.575308462	10.50081293	9.643587331
ENSMUSG00000030222	0.098914883	0.15948543	0.13675445	0.27219024	0.058445984
ENSMUSG00000030223	2.262677954	1.103107556	1.536476469	2.034263897	3.097637143
ENSMUSG00000030224	51.63356906	55.34144415	54.9994221	52.89086132	68.06034817
ENSMUSG00000030225	2.856167254	2.910609094	2.702911485	2.592970178	2.659292264
ENSMUSG00000030228	0.160736685	0.093033167	0.048266277	0.243538636	0.087668976
ENSMUSG00000030231	14.95518849	11.97469769	12.67794197	12.11962857	13.44257628
ENSMUSG00000030232	22.88643111	24.49430393	21.6152475	22.92128334	30.59647253
ENSMUSG00000030235	0.111279244	0.119614072	0.072399415	0.085954813	0.116891968
ENSMUSG00000030236	0.037093081	0.37213267	0.152843209	0.042977406	0
ENSMUSG00000030237	1.718646097	1.249302534	0.215106706	1.217693178	0.029222992
ENSMUSG00000030243	5.996714797	5.236438279	5.703465009	5.157288752	8.153214744
ENSMUSG00000030244	0	0.345551765	0.176976347	0.042977406	0.233783935
ENSMUSG00000030245	12.15416628	10.14061525	11.13342112	12.24856079	12.79967046
ENSMUSG00000030246	1055.134828	992.561161	1108.843453	999.0570839	1037.775656
ENSMUSG00000030247	30.07012451	22.92603054	26.51427457	26.33082424	26.18380075
ENSMUSG00000030249	552.2170645	642.3142782	567.040261	618.0867312	656.5529593
ENSMUSG00000030254	1.360079645	0.970203031	1.375588881	1.375277001	1.431926604
ENSMUSG00000030255	180.6185768	176.4041758	168.6343258	160.4203318	217.5651748
ENSMUSG00000030256	5.873071193	17.10481235	6.001107048	6.389307732	6.545950189
ENSMUSG00000030257	0.816047787	1.608144751	0.83661546	1.719096251	1.22736566
ENSMUSG00000030259	40.61692394	37.02720063	38.95088515	33.52237689	49.91287019
ENSMUSG00000030263	2.411050279	1.541692488	1.66518654	2.492689564	1.490372588
ENSMUSG00000030264	12.35199605	13.30374294	13.29735918	12.3488414	15.69274666
ENSMUSG00000030265	12.22835244	14.80556407	12.29985613	11.01654181	16.33565248
ENSMUSG00000030268	0.259651569	0.558199004	0.225242624	0.300841844	0.467567871
ENSMUSG00000030269	10.11404681	10.85829968	10.36116069	11.47496747	10.84173
ENSMUSG00000030270	0	0	0.072399415	0.014325802	0
ENSMUSG00000030271	3.326012949	2.432152805	2.662689588	2.449712157	4.149664852
ENSMUSG00000030272	36.02974623	28.65421556	31.83160937	36.3302341	41.9349934
ENSMUSG00000030275	38.23060238	42.36996252	37.32592051	39.92601042	53.91642008
ENSMUSG00000030276	0.5509559	0.10632362	0.097336991	0.157583823	0.477503688
ENSMUSG00000030278	0.358566452	2.751123665	3.523438186	0.444099865	0.730574798
ENSMUSG00000030279	10.08931809	9.83493484	8.358110218	8.881997296	9.059127493
ENSMUSG00000030281	3.437292193	2.684671402	2.107627408	2.306454136	3.828211941
ENSMUSG00000030282	15.04742662	12.89173891	14.23050719	14.92748578	15.10828682
ENSMUSG00000030283	0.247287208	0.21264724	0.193065106	0.329493448	0
ENSMUSG00000030284	18.41053265	17.94211086	15.63022921	15.27130503	20.01774946
ENSMUSG00000030286	41.43297172	40.68207506	37.02023409	36.71703076	48.45172059
ENSMUSG00000030287	38.10695877	32.29579954	33.33590832	33.07827703	38.36978838
ENSMUSG00000030291	14.33029371	14.63278819	15.14756645	14.99911479	14.29004305
ENSMUSG00000030292	0.061821802	0.10632362	0.064355035	0	0
ENSMUSG00000030298	42.50867108	35.5785413	39.11177274	36.3302341	44.71117763
ENSMUSG00000030301	13.3658736	13.60942335	11.97808096	11.90474154	16.51099043
ENSMUSG00000030302	1.53318069	1.581563846	0.490707145	1.074435157	0.350675903
ENSMUSG00000030304	26.24953714	26.35496728	29.11260912	26.90385632	36.32417895
ENSMUSG00000030306	129.0468296	135.0177068	108.1164594	84.47925492	149.1541507
