ENSEMBL,log2FoldChange,pvalue,padj,significance
ENSMUSG00000001507,0.14476778541878765,0.7942934519638162,1.0,Not Significant
ENSMUSG00000001508,-0.8647645154135613,0.6619745933597887,1.0,Not Significant
ENSMUSG00000001517,0.15352310543002434,0.716510468500861,1.0,Not Significant
ENSMUSG00000001518,0.3268519951690081,0.09735132757110031,1.0,Not Significant
ENSMUSG00000001520,0.20897458781371164,0.561530353382932,1.0,Not Significant
ENSMUSG00000001521,0.4028093340555916,0.7522248413074828,1.0,Not Significant
ENSMUSG00000001524,-0.04272862850068737,0.6672148126005061,1.0,Not Significant
ENSMUSG00000001525,0.1590565665792507,0.3819557626753539,1.0,Not Significant
ENSMUSG00000001542,-0.17446411787092764,0.5390575659032439,1.0,Not Significant
ENSMUSG00000001552,-0.05940976596735936,0.7642335206431589,1.0,Not Significant
ENSMUSG00000001555,0.24720127906654454,0.7976732024510104,1.0,Not Significant
ENSMUSG00000001558,0.0127974774323929,0.8503219275976983,1.0,Not Significant
ENSMUSG00000001569,0.039640275855284735,0.8599638156246092,1.0,Not Significant
ENSMUSG00000001576,-0.02262695381581814,0.9028470868526512,1.0,Not Significant
ENSMUSG00000001583,-0.2618199853434916,0.0994278362170763,1.0,Not Significant
ENSMUSG00000001588,-0.10944474693521,0.7796805897679595,1.0,Not Significant
ENSMUSG00000001604,-0.28398851561598715,0.2184210425036901,1.0,Not Significant
ENSMUSG00000001627,0.24654847840543193,0.5507176194120529,1.0,Not Significant
ENSMUSG00000001630,-0.5494719105257002,0.5435241803077703,1.0,Not Significant
ENSMUSG00000001632,0.19520866574667428,0.043452942389615085,1.0,Not Significant
ENSMUSG00000001642,0.4986984817200453,0.665784146750465,1.0,Not Significant
ENSMUSG00000001657,0.7715363290560288,0.4888746509292544,1.0,Not Significant
ENSMUSG00000001661,0.6259342382795005,0.657365066354678,1.0,Not Significant
ENSMUSG00000001663,0.14440212578973366,0.5522776194638395,1.0,Not Significant
ENSMUSG00000001665,-0.10504809908742452,0.5575457950015875,1.0,Not Significant
ENSMUSG00000001666,0.20149767586704304,0.5137163482482557,1.0,Not Significant
