ENSEMBL,log2FoldChange,pvalue,padj,significance
ENSMUSG00000030319,0.20177643821054447,0.3190904855567023,1.0,Not Significant
ENSMUSG00000030321,0.23966733509665916,0.29112602841536744,1.0,Not Significant
ENSMUSG00000030322,-0.009771013890630176,0.9139624666218673,1.0,Not Significant
ENSMUSG00000030323,0.2323180486548626,0.3747592979145289,1.0,Not Significant
ENSMUSG00000030324,0.11676665413037424,0.2852584799453771,1.0,Not Significant
ENSMUSG00000030325,-0.09228756335383448,0.5873757314946813,1.0,Not Significant
ENSMUSG00000030327,-0.022086747910498694,0.726475226849151,1.0,Not Significant
ENSMUSG00000030329,0.007393755326551066,0.9305743182958199,1.0,Not Significant
ENSMUSG00000030330,0.11392927305024791,0.4526457917975363,1.0,Not Significant
ENSMUSG00000030335,0.0006830473507433155,0.9951506448241714,1.0,Not Significant
ENSMUSG00000030336,-0.013412997923232473,0.9618655153003226,1.0,Not Significant
ENSMUSG00000030337,0.1871609563958243,0.24067729914968417,1.0,Not Significant
ENSMUSG00000030339,0.2958502008850976,0.5822815135053996,1.0,Not Significant
ENSMUSG00000030340,0.292619128149048,0.4414833236611653,1.0,Not Significant
ENSMUSG00000030341,0.1890696915126613,0.639142646789443,1.0,Not Significant
ENSMUSG00000030342,-0.005103171259088768,0.9839199929132556,1.0,Not Significant
ENSMUSG00000030344,0.0018361937381236454,0.9390051523904059,1.0,Not Significant
ENSMUSG00000030345,0.049918921883251755,0.4827118563777679,1.0,Not Significant
ENSMUSG00000030346,-0.24501504310370426,0.11093209216114495,1.0,Not Significant
ENSMUSG00000030347,-0.06755971165185137,0.15642861219222362,1.0,Not Significant
ENSMUSG00000030350,0.11776468121134842,0.6242091014123805,1.0,Not Significant
ENSMUSG00000030351,-0.023054227742388633,0.9574632467917508,1.0,Not Significant
ENSMUSG00000030352,0.1542868582652579,0.7547176924083882,1.0,Not Significant
ENSMUSG00000030353,0.015566057282657475,0.9595760094603165,1.0,Not Significant
ENSMUSG00000030357,-0.2874259224705922,0.4801637461518119,1.0,Not Significant
ENSMUSG00000030359,0.47680068431125755,0.15022758248093104,1.0,Not Significant
ENSMUSG00000030361,-0.19292324395584104,0.11844353265817877,1.0,Not Significant
ENSMUSG00000030364,0.01282684133521148,0.08184199007586769,1.0,Not Significant
ENSMUSG00000030365,-0.24656081672737118,0.46268995228053167,1.0,Not Significant
ENSMUSG00000030374,0.21945861025692626,0.5099500741209804,1.0,Not Significant
ENSMUSG00000030376,0.055360960095212575,0.5455298855121471,1.0,Not Significant
ENSMUSG00000030378,-0.00998606743940686,0.9385749390824374,1.0,Not Significant
ENSMUSG00000030380,-0.004550555699258219,0.9614792282359593,1.0,Not Significant
ENSMUSG00000030382,0.15950740170149874,0.2111604624134076,1.0,Not Significant
ENSMUSG00000030386,0.03393598433311418,0.8612960834814457,1.0,Not Significant
ENSMUSG00000030393,-0.027413909053131125,0.8380539842166665,1.0,Not Significant
ENSMUSG00000030397,0.10671546131842824,0.775351410079737,1.0,Not Significant
ENSMUSG00000030399,0.6818330020263277,0.32103976887068797,1.0,Not Significant
ENSMUSG00000030400,0.17159103671376474,0.7074554388000142,1.0,Not Significant
ENSMUSG00000030401,0.276238662939408,0.20557877963889193,1.0,Not Significant
ENSMUSG00000030402,0.028301854850277662,0.21049775397699336,1.0,Not Significant
ENSMUSG00000030403,0.024670112865495142,0.9346856024584693,1.0,Not Significant
ENSMUSG00000030406,-0.014685502653243414,0.5155842486757399,1.0,Not Significant
ENSMUSG00000030407,0.06909941766198058,0.6451319453628857,1.0,Not Significant
ENSMUSG00000030409,0.23729673103637738,0.4430446406419032,1.0,Not Significant
ENSMUSG00000030410,0.33673352110958277,0.5300909046589006,1.0,Not Significant
ENSMUSG00000030411,-0.050153520269326624,0.8972099936379918,1.0,Not Significant
ENSMUSG00000030413,0.11374694953780651,0.7295803238065091,1.0,Not Significant
ENSMUSG00000030417,-0.07840228252253212,0.7123223244225887,1.0,Not Significant
ENSMUSG00000030421,0.08991360632729606,0.5182674002960737,1.0,Not Significant
ENSMUSG00000030423,-0.026103010234040713,0.7658907631154492,1.0,Not Significant
ENSMUSG00000030424,-0.06423355317191382,0.6317968816734874,1.0,Not Significant
ENSMUSG00000030427,-0.06438617468816554,0.6824854956185322,1.0,Not Significant
ENSMUSG00000030428,-0.22117407171535997,0.08275084003605025,1.0,Not Significant
ENSMUSG00000030431,0.13864316320562464,0.20157113956175954,1.0,Not Significant
ENSMUSG00000030432,0.07163622039826567,0.9034912546054974,1.0,Not Significant
ENSMUSG00000030433,0.3093930292202507,0.5690742186651028,1.0,Not Significant
ENSMUSG00000030435,0.13638505491907083,0.7375275068181258,1.0,Not Significant
ENSMUSG00000030443,-0.09159427033553103,0.5116574322156547,1.0,Not Significant
ENSMUSG00000030446,-0.07856738427749788,0.7660885009628241,1.0,Not Significant
ENSMUSG00000030447,-0.0075122977041637284,0.9323732268669663,1.0,Not Significant
ENSMUSG00000030450,0.005464402412664904,0.5180378449622501,1.0,Not Significant
ENSMUSG00000030451,0.059879264998277115,0.7314017414348952,1.0,Not Significant
ENSMUSG00000030452,-0.12905855625118967,0.4326599699121103,1.0,Not Significant
ENSMUSG00000030463,0.01583035704800526,0.09972938878295853,1.0,Not Significant
ENSMUSG00000030465,0.1600249357723138,0.23246511436666534,1.0,Not Significant
ENSMUSG00000030468,-0.2102696025767301,0.5588049329591646,1.0,Not Significant
ENSMUSG00000030469,-0.06169672516986324,0.7172254189020515,1.0,Not Significant
ENSMUSG00000030470,0.7665806272378961,0.1515144761721824,1.0,Not Significant
ENSMUSG00000030471,-0.20053770589292164,0.27740398107152164,1.0,Not Significant
ENSMUSG00000030472,0.02626291464527606,0.2515458289604745,1.0,Not Significant
ENSMUSG00000030474,0.15889258692640795,0.5197696301924914,1.0,Not Significant
ENSMUSG00000030483,0.161027366930254,0.585501813796103,1.0,Not Significant
ENSMUSG00000030484,-0.15508829760961723,0.8415152979205119,1.0,Not Significant
ENSMUSG00000030486,0.002197428715779548,0.974388516497123,1.0,Not Significant
ENSMUSG00000030491,-0.03623316183014022,0.34166018991318536,1.0,Not Significant
ENSMUSG00000030492,-0.00726759073319062,0.5746959895344628,1.0,Not Significant
ENSMUSG00000030493,-0.004125704879428316,0.9788626447789155,1.0,Not Significant
ENSMUSG00000030494,0.15747660527645113,0.184761223856714,1.0,Not Significant
ENSMUSG00000030495,0.06858052102666923,0.7951444884000505,1.0,Not Significant
ENSMUSG00000030498,0.09661285181451751,0.3584671410820779,1.0,Not Significant
ENSMUSG00000030499,0.11815200706186157,0.7252423964117778,1.0,Not Significant
ENSMUSG00000030500,-0.00962317180588335,0.6945162547684445,1.0,Not Significant
ENSMUSG00000030505,-0.11234112963467613,0.3162307595510807,1.0,Not Significant
ENSMUSG00000030509,0.08005088929361115,0.2568569207078212,1.0,Not Significant
ENSMUSG00000030510,-0.05633379921233583,0.918672758529935,1.0,Not Significant
ENSMUSG00000030512,-0.0762552241486647,0.3835494859071965,1.0,Not Significant
ENSMUSG00000030513,-0.126450363743694,0.6294853079448719,1.0,Not Significant
ENSMUSG00000030515,0.020128329791393007,0.9262695491945954,1.0,Not Significant
ENSMUSG00000030516,0.204814317364427,0.09810830998547458,1.0,Not Significant
ENSMUSG00000030518,0.08539623367088206,0.24185403706313613,1.0,Not Significant
ENSMUSG00000030519,0.2210927530892044,0.28699583784847205,1.0,Not Significant
ENSMUSG00000030521,-0.16973990630521474,0.33542700601565023,1.0,Not Significant
ENSMUSG00000030522,0.17106696510862385,0.039859148858550755,1.0,Not Significant
ENSMUSG00000030523,0.06335071003542037,0.42320960755609416,1.0,Not Significant
ENSMUSG00000030525,-0.0811839160622625,0.3772440541298131,1.0,Not Significant
ENSMUSG00000030527,0.1720530620254781,0.5350446758861391,1.0,Not Significant
ENSMUSG00000030528,-0.06538375706332555,0.7060515258731128,1.0,Not Significant
ENSMUSG00000030530,0.26526526960093033,0.5853163360250689,1.0,Not Significant
ENSMUSG00000030532,0.1792777959408305,0.03646617427558166,1.0,Not Significant
ENSMUSG00000030533,0.1333382403520278,0.785496608462722,1.0,Not Significant
ENSMUSG00000030534,0.024631405896694325,0.852443643221153,1.0,Not Significant
ENSMUSG00000030536,0.06477729977235391,0.6664581806424255,1.0,Not Significant
ENSMUSG00000030538,0.11265325152764927,0.6969972381270035,1.0,Not Significant
ENSMUSG00000030539,0.06126006310650789,0.8614875529608977,1.0,Not Significant
ENSMUSG00000030541,0.2643586521773642,0.4518085216137935,1.0,Not Significant
ENSMUSG00000030543,0.04947889391109839,0.7475503606522604,1.0,Not Significant
ENSMUSG00000030544,0.017783251355502183,0.8794040024338818,1.0,Not Significant
ENSMUSG00000030545,0.022342753414978045,0.8280022319441884,1.0,Not Significant
ENSMUSG00000030546,-0.3696090881567473,0.5928286297920025,1.0,Not Significant
ENSMUSG00000030551,0.16893245966454895,0.19365253293111043,1.0,Not Significant
ENSMUSG00000030553,-0.0956446281644911,0.3976440436832359,1.0,Not Significant
ENSMUSG00000030554,0.18352005439326557,0.20001120800440342,1.0,Not Significant
ENSMUSG00000030555,0.16837161160616887,0.011685928427987642,1.0,Not Significant
ENSMUSG00000030556,-0.02007517604914888,0.8833514425325747,1.0,Not Significant
ENSMUSG00000030557,-0.013555654657353422,0.9174747215829704,1.0,Not Significant
ENSMUSG00000030559,-0.05201106433434921,0.6858957647307051,1.0,Not Significant
ENSMUSG00000030560,-0.09130310440942058,0.3727335791902431,1.0,Not Significant
ENSMUSG00000030562,0.26328650036204504,0.2323586446078938,1.0,Not Significant
ENSMUSG00000030577,-0.11934633917839399,0.7688421090651245,1.0,Not Significant
ENSMUSG00000030579,-0.0763443702202542,0.8342376746175978,1.0,Not Significant
ENSMUSG00000030583,0.1865627778226866,0.6724519023897315,1.0,Not Significant
ENSMUSG00000030584,0.2405561634578658,0.037761017288631474,1.0,Not Significant
ENSMUSG00000030587,0.13190120847043785,0.3940689762944103,1.0,Not Significant
ENSMUSG00000030588,0.32500547828613735,0.515303600339485,1.0,Not Significant
ENSMUSG00000030589,-0.08313430251308684,0.7234947109800509,1.0,Not Significant
ENSMUSG00000030590,0.17104094074569298,0.5577849122955112,1.0,Not Significant
ENSMUSG00000030591,-0.06615935308891441,0.6678283443777646,1.0,Not Significant
ENSMUSG00000030592,-0.01785561886167364,0.9828971287350053,1.0,Not Significant
ENSMUSG00000030595,0.04809285071837488,0.8776631941402215,1.0,Not Significant
ENSMUSG00000030598,0.23253653306204347,0.12942898841557093,1.0,Not Significant
ENSMUSG00000030600,0.05011788718812116,0.6033556676383942,1.0,Not Significant
ENSMUSG00000030602,0.13231700889576148,0.7832158943703263,1.0,Not Significant
ENSMUSG00000030603,-0.010495929487045252,0.9683873223443531,1.0,Not Significant
ENSMUSG00000030604,-0.04562137670310129,0.7536885622467026,1.0,Not Significant
ENSMUSG00000030605,0.14602230239619995,0.8021461435404005,1.0,Not Significant
ENSMUSG00000030606,0.027076174156326488,0.5831798407908758,1.0,Not Significant
ENSMUSG00000030607,0.5487299953321867,0.06762104843140763,1.0,Not Significant
ENSMUSG00000030609,-0.009652718822644069,0.9539369326076176,1.0,Not Significant
ENSMUSG00000030610,0.024793057558967213,0.8822299684329346,1.0,Not Significant
ENSMUSG00000030611,0.05969026661053922,0.8425795197450505,1.0,Not Significant
ENSMUSG00000030612,0.04040894369412795,0.8501566455123459,1.0,Not Significant
ENSMUSG00000030613,-0.12046040750242337,0.6046470900739642,1.0,Not Significant
ENSMUSG00000030614,0.022649763072449147,0.8602830083031883,1.0,Not Significant
ENSMUSG00000030615,-0.14132390652955884,0.631144083369691,1.0,Not Significant
ENSMUSG00000030616,0.10976164250343068,0.23506092005699097,1.0,Not Significant
ENSMUSG00000030617,-0.09795460390356214,0.13992130045817214,1.0,Not Significant
ENSMUSG00000030619,-0.11802965554879652,0.5214336024004005,1.0,Not Significant
ENSMUSG00000030621,0.15969695601326395,0.09861029750194114,1.0,Not Significant
ENSMUSG00000030623,-0.0510287013864065,0.17818911972889426,1.0,Not Significant
ENSMUSG00000030629,-0.12445457137136007,0.5349280179444191,1.0,Not Significant
ENSMUSG00000030630,0.010260888216375719,0.970607299429771,1.0,Not Significant
ENSMUSG00000030638,-0.11493093072481586,0.27993360722536886,1.0,Not Significant
ENSMUSG00000030641,-0.3409855633918373,0.06701906427118669,1.0,Not Significant
ENSMUSG00000030643,-0.4194610371753962,0.06441480810339988,1.0,Not Significant
ENSMUSG00000030647,0.01847011664943654,0.8953853467659104,1.0,Not Significant
ENSMUSG00000030649,-0.0980183941681223,0.4209817683502838,1.0,Not Significant
ENSMUSG00000030650,0.5876181749778691,0.04218005690593029,1.0,Not Significant
ENSMUSG00000030651,-0.41381094880724434,0.15206393344994035,1.0,Not Significant
ENSMUSG00000030652,0.09387341335256316,0.501803634099668,1.0,Not Significant
ENSMUSG00000030653,0.05856599961489284,0.9256836805069044,1.0,Not Significant
ENSMUSG00000030654,-0.029066452947809296,0.7028502074743883,1.0,Not Significant
ENSMUSG00000030655,-0.042540448103430606,0.7389156603779228,1.0,Not Significant
ENSMUSG00000030657,-0.05884385168974582,0.808066578255622,1.0,Not Significant
ENSMUSG00000030659,-0.07015643416995321,0.5880371505972144,1.0,Not Significant
ENSMUSG00000030660,-0.02589914024115192,0.8770695510666702,1.0,Not Significant
ENSMUSG00000030662,-0.011821595437480958,0.8356749247312397,1.0,Not Significant
ENSMUSG00000030663,0.0033397580742313693,0.9748677988751862,1.0,Not Significant
ENSMUSG00000030664,-0.014348854908241913,0.6619399093766962,1.0,Not Significant
ENSMUSG00000030666,-0.08768987021429858,0.11123175814117554,1.0,Not Significant
ENSMUSG00000030669,0.07302615966272019,0.558539976428795,1.0,Not Significant
ENSMUSG00000030670,-0.11006484026832375,0.5770484226555348,1.0,Not Significant
ENSMUSG00000030671,-0.47790831946633094,0.08278416157496289,1.0,Not Significant
ENSMUSG00000030672,0.20841346125867322,0.8582713093576522,1.0,Not Significant
ENSMUSG00000030674,-0.16993229003116772,0.18827941840289666,1.0,Not Significant
ENSMUSG00000030677,-0.27355160343310037,0.17580937341109049,1.0,Not Significant
ENSMUSG00000030678,0.11389942071815717,0.6683795167814517,1.0,Not Significant
ENSMUSG00000030680,-0.10781383948459689,0.8393263671654293,1.0,Not Significant
ENSMUSG00000030681,0.2717202253442279,0.5742485054107667,1.0,Not Significant
ENSMUSG00000030682,0.1711687439195062,0.6150741241445156,1.0,Not Significant
ENSMUSG00000030683,-0.024163063536457197,0.8514075897592657,1.0,Not Significant
ENSMUSG00000030685,0.14872028399164194,0.520726205211663,1.0,Not Significant
ENSMUSG00000030688,0.3402773638700687,0.4667117933757431,1.0,Not Significant
ENSMUSG00000030689,0.2268620997302606,0.2999992034488484,1.0,Not Significant
ENSMUSG00000030691,0.04901561762705153,0.7338190136487113,1.0,Not Significant
ENSMUSG00000030693,-0.23979157522863015,0.7313786235106099,1.0,Not Significant
ENSMUSG00000030695,0.19063657846391546,0.617652189928435,1.0,Not Significant
ENSMUSG00000030697,0.04643209498134837,0.8226318642027339,1.0,Not Significant
ENSMUSG00000030699,0.052531959408012585,0.744034906701755,1.0,Not Significant
ENSMUSG00000030701,0.15121337206854957,0.2507430949216183,1.0,Not Significant
ENSMUSG00000030703,0.005781595278613105,0.972412818976476,1.0,Not Significant
ENSMUSG00000030704,-0.07023909302917897,0.6042249275969384,1.0,Not Significant
ENSMUSG00000030706,0.04746855762179791,0.5694622391733684,1.0,Not Significant
ENSMUSG00000030707,-0.10878528662490705,0.8268155712965621,1.0,Not Significant
ENSMUSG00000030708,0.23762978769045295,0.32328565102712026,1.0,Not Significant
ENSMUSG00000030711,-0.08117562284084912,0.6835801623354607,1.0,Not Significant
ENSMUSG00000030713,-0.26176775239763994,0.6194656977676796,1.0,Not Significant
ENSMUSG00000030714,0.007046324534973447,0.9834140922345427,1.0,Not Significant
ENSMUSG00000030717,0.2329417219967027,0.47652164292592747,1.0,Not Significant
ENSMUSG00000030718,-0.009100556850725638,0.9571071079755904,1.0,Not Significant
ENSMUSG00000030720,0.14032725520420142,0.6777956780555556,1.0,Not Significant
ENSMUSG00000030722,0.016516443998820574,0.8592978421393964,1.0,Not Significant
ENSMUSG00000030724,-0.15239990850290397,0.7162146964053586,1.0,Not Significant
ENSMUSG00000030725,-0.11614991763612537,0.49579890590285747,1.0,Not Significant
ENSMUSG00000030726,0.003882693287791561,0.9343385962451227,1.0,Not Significant
ENSMUSG00000030727,0.1421595900422341,0.7513696390655085,1.0,Not Significant
ENSMUSG00000030729,0.1384912003591472,0.45422264751813735,1.0,Not Significant
ENSMUSG00000030730,0.39380400578691166,0.7198542527733267,1.0,Not Significant
ENSMUSG00000030731,0.1707878043262543,0.2618674369841596,1.0,Not Significant
ENSMUSG00000030732,0.0032113723816271297,0.8894936761828558,1.0,Not Significant
ENSMUSG00000030733,0.10427110134946593,0.8058631633118771,1.0,Not Significant
ENSMUSG00000030735,0.024607205130711095,0.5027801138986422,1.0,Not Significant
ENSMUSG00000030737,0.05827900499678673,0.7690019194140294,1.0,Not Significant
ENSMUSG00000030738,0.027638403107559384,0.8007372732008907,1.0,Not Significant
ENSMUSG00000030739,0.427732962556612,0.5050335994613989,1.0,Not Significant
ENSMUSG00000030741,0.1691776075729985,0.6844396573821445,1.0,Not Significant
ENSMUSG00000030742,-0.13326336664856342,0.6565426049852496,1.0,Not Significant
ENSMUSG00000030744,-0.06333245429759415,0.7862121370059467,1.0,Not Significant
ENSMUSG00000030745,-0.13051792663444806,0.7033665889241556,1.0,Not Significant
ENSMUSG00000030747,-0.1054076118434999,0.8395219673522004,1.0,Not Significant
ENSMUSG00000030748,0.09837948131835184,0.8282218391639944,1.0,Not Significant
ENSMUSG00000030750,0.14464289944999287,0.34094119443598025,1.0,Not Significant
ENSMUSG00000030751,-0.09049812441121219,0.5467951782737437,1.0,Not Significant
ENSMUSG00000030752,0.1778706286495768,0.4571954268046158,1.0,Not Significant
ENSMUSG00000030753,-0.044300751787439197,0.7272722387968973,1.0,Not Significant
ENSMUSG00000030754,-0.05704158058332176,0.5383221824276248,1.0,Not Significant
ENSMUSG00000030757,0.3285443525423031,0.007666412411199097,1.0,Not Significant
ENSMUSG00000030759,-0.12715329857001922,0.4072801284063413,1.0,Not Significant
ENSMUSG00000030760,-0.18461655439008062,0.33993599885336845,1.0,Not Significant
ENSMUSG00000030761,-0.006283753403898196,0.9855401071211891,1.0,Not Significant
ENSMUSG00000030762,0.0391457966760569,0.37177669797304347,1.0,Not Significant
ENSMUSG00000030763,0.000978648988310571,0.9901329730410697,1.0,Not Significant
ENSMUSG00000030766,-0.01694102898993588,0.8704543003763641,1.0,Not Significant
ENSMUSG00000030768,0.17379150544742394,0.5242568813324457,1.0,Not Significant
ENSMUSG00000030769,0.03829091580100062,0.44273535802636543,1.0,Not Significant
ENSMUSG00000030770,0.10037065628095654,0.4092207233024152,1.0,Not Significant
ENSMUSG00000030772,0.1309744209211603,0.3935168083868139,1.0,Not Significant
ENSMUSG00000030774,0.047509993743898526,0.5467843264598251,1.0,Not Significant
ENSMUSG00000030775,-0.09466883004714832,0.7753034391328799,1.0,Not Significant
ENSMUSG00000030779,-0.02956872080405404,0.8576511804747731,1.0,Not Significant
ENSMUSG00000030780,0.16163412503885422,0.5041333325057468,1.0,Not Significant
ENSMUSG00000030781,0.008522409317370097,0.6233871413234412,1.0,Not Significant
ENSMUSG00000030782,0.03953667961218077,0.8264483812024486,1.0,Not Significant
ENSMUSG00000030785,0.4778046400105933,0.15592512322571903,1.0,Not Significant
ENSMUSG00000030786,-0.3326977290540807,0.12747726207443877,1.0,Not Significant
ENSMUSG00000030787,-0.3950875086580883,0.12220575801822824,1.0,Not Significant
ENSMUSG00000030788,0.10769382855414644,0.2344655199512428,1.0,Not Significant
ENSMUSG00000030789,-0.0672632332520271,0.6795637942866424,1.0,Not Significant
ENSMUSG00000030790,-0.2256784030632013,0.3693030886601345,1.0,Not Significant
ENSMUSG00000030792,0.0398613635428704,0.7929768325822576,1.0,Not Significant
ENSMUSG00000030793,-0.12737483861731835,0.5840575768383589,1.0,Not Significant
ENSMUSG00000030795,0.174508571929902,0.447148752418448,1.0,Not Significant
ENSMUSG00000030796,0.12323884024534992,0.6584095659269317,1.0,Not Significant
ENSMUSG00000030798,-0.013139148118647359,0.9752347729265014,1.0,Not Significant
ENSMUSG00000030800,0.37830533946236233,0.4966513556571227,1.0,Not Significant
ENSMUSG00000030801,-0.10390757616496371,0.5802545401477676,1.0,Not Significant
ENSMUSG00000030802,0.22757780961597174,0.4627076262176669,1.0,Not Significant
ENSMUSG00000030805,0.1660459083560979,0.6214203542539218,1.0,Not Significant
ENSMUSG00000030806,0.12144344730858658,0.45777851746963905,1.0,Not Significant
ENSMUSG00000030811,0.12449518999917153,0.7257547527385283,1.0,Not Significant
ENSMUSG00000030814,0.005684751587854198,0.9831303665873609,1.0,Not Significant
ENSMUSG00000030815,0.11748097055311524,0.5362276573743797,1.0,Not Significant
ENSMUSG00000030816,0.24351230739974472,0.5632857468766361,1.0,Not Significant
ENSMUSG00000030822,0.09487331068629423,0.7349186727597967,1.0,Not Significant
ENSMUSG00000030823,0.2002816265265559,0.23635902901740455,1.0,Not Significant
ENSMUSG00000030824,0.16546848897252797,0.6946067170789182,1.0,Not Significant
ENSMUSG00000030825,-0.012998022970995754,0.8343447812943647,1.0,Not Significant
ENSMUSG00000030826,0.08542171393690356,0.8293136882032804,1.0,Not Significant
ENSMUSG00000030827,-0.00537917746829261,0.1755601527211794,1.0,Not Significant
ENSMUSG00000030830,-0.1506653788217731,0.6060705402685043,1.0,Not Significant
ENSMUSG00000030834,0.09176294046936187,0.11892911628231963,1.0,Not Significant
ENSMUSG00000030835,0.05929207170818973,0.8844670202163376,1.0,Not Significant
ENSMUSG00000030838,0.0,,1.0,Not Significant
ENSMUSG00000030839,0.039004869169724454,0.8621647566686867,1.0,Not Significant
ENSMUSG00000030842,0.13394528507317638,0.672204774422823,1.0,Not Significant
ENSMUSG00000030844,-0.06798101029149084,0.7155424509100494,1.0,Not Significant
ENSMUSG00000030846,-0.06527977527877393,0.6021735158414633,1.0,Not Significant
ENSMUSG00000030847,-0.08535707007675164,0.631281173211168,1.0,Not Significant
ENSMUSG00000030849,0.2992487482070407,0.09697493081721013,1.0,Not Significant
ENSMUSG00000030850,-0.007505654013724161,0.912354623273605,1.0,Not Significant
ENSMUSG00000030851,0.05222743181896845,0.00065707680103039,0.7851992380962314,Not Significant
ENSMUSG00000030852,0.22771661599175186,0.29416641778232777,1.0,Not Significant
ENSMUSG00000030854,0.1667769530706772,0.1256074655951589,1.0,Not Significant
ENSMUSG00000030858,0.0014688402151036466,0.8624233321799384,1.0,Not Significant
ENSMUSG00000030861,-0.001494649417471905,0.988153591895602,1.0,Not Significant
ENSMUSG00000030862,-0.17295129503633055,0.4250992416666015,1.0,Not Significant
ENSMUSG00000030865,-0.005001738401740674,0.9668664131937263,1.0,Not Significant
ENSMUSG00000030866,0.277267502521993,0.04488635598102012,1.0,Not Significant
ENSMUSG00000030867,-0.2027678529908714,0.19109249585627866,1.0,Not Significant
ENSMUSG00000030868,-0.0422884151269054,0.645058590477471,1.0,Not Significant
ENSMUSG00000030869,-0.03330307241091024,0.8233563290754058,1.0,Not Significant
ENSMUSG00000030870,-0.2203477278927286,0.03439200888174963,1.0,Not Significant
ENSMUSG00000030871,-0.20904944770381118,0.24722667200262438,1.0,Not Significant
ENSMUSG00000030872,0.02899171943943113,0.897680801435803,1.0,Not Significant
ENSMUSG00000030873,0.26078007332387454,0.39572715928967905,1.0,Not Significant
ENSMUSG00000030876,-0.09577758891348065,0.44755173288394423,1.0,Not Significant
ENSMUSG00000030877,0.13145138875804188,0.006154725790821219,1.0,Not Significant
ENSMUSG00000030878,-0.20846362767904836,0.21531754897058922,1.0,Not Significant
ENSMUSG00000030879,0.09405751957295472,0.30842405742712453,1.0,Not Significant
ENSMUSG00000030880,0.03156050260612853,0.8207083577940857,1.0,Not Significant
ENSMUSG00000030881,0.053867987972725295,0.8248656345591754,1.0,Not Significant
ENSMUSG00000030882,0.03910188073423315,0.8294966603698205,1.0,Not Significant
ENSMUSG00000030884,-0.026473766483717576,0.85811236645625,1.0,Not Significant
ENSMUSG00000030887,-0.055744689365571476,0.3090937743414395,1.0,Not Significant
ENSMUSG00000030888,-0.006610814754048455,0.9076925135669542,1.0,Not Significant
ENSMUSG00000030889,0.3818106732173918,0.07550683222893093,1.0,Not Significant
ENSMUSG00000030890,0.06004217863063843,0.7987276459902376,1.0,Not Significant
ENSMUSG00000030894,0.040193703947741355,0.7641954299317867,1.0,Not Significant
ENSMUSG00000030895,0.021816559983047545,0.9179930130964442,1.0,Not Significant
ENSMUSG00000030897,0.01351328404903411,0.5246701900428843,1.0,Not Significant
ENSMUSG00000030905,0.1343207949516163,0.10785364465266394,1.0,Not Significant
ENSMUSG00000030909,0.003075327687319322,0.8982482737506263,1.0,Not Significant
ENSMUSG00000030911,-0.05421449353170915,0.35608313227383026,1.0,Not Significant
ENSMUSG00000030917,0.20042412109032703,0.031178017452461102,1.0,Not Significant
ENSMUSG00000030921,-0.11184629566398208,0.5151107668901477,1.0,Not Significant
ENSMUSG00000030922,0.06181557180312014,0.5556440692736596,1.0,Not Significant
ENSMUSG00000030924,-0.1903638132880956,0.18953132900635994,1.0,Not Significant
ENSMUSG00000030929,-0.09567984483004599,0.5385684186772483,1.0,Not Significant
ENSMUSG00000030930,0.12034020565151593,0.557079251965954,1.0,Not Significant
ENSMUSG00000030934,0.03104138516302779,0.8980970547336582,1.0,Not Significant
ENSMUSG00000030935,-0.5410934169774977,0.3060056452281842,1.0,Not Significant
ENSMUSG00000030942,-0.051267770633911525,0.3976322659026613,1.0,Not Significant
ENSMUSG00000030945,-0.023713818000334414,0.1750376330962924,1.0,Not Significant
ENSMUSG00000030946,0.09212736348042094,0.602866340543142,1.0,Not Significant
ENSMUSG00000030954,1.024085896592996,0.026755814376783902,1.0,Not Significant
ENSMUSG00000030956,0.24235452857351447,0.46463548057398574,1.0,Not Significant
ENSMUSG00000030960,-0.04556973923055896,0.8472947069822392,1.0,Not Significant
ENSMUSG00000030963,0.043298479023981984,0.7280417056983999,1.0,Not Significant
ENSMUSG00000030965,-0.060400002384119134,0.3986164036540064,1.0,Not Significant
ENSMUSG00000030966,0.06663999477433702,0.42723232869369643,1.0,Not Significant
ENSMUSG00000030967,0.009061257459546113,0.9582846972466607,1.0,Not Significant
ENSMUSG00000030968,-0.01896323877646309,0.5070056211563794,1.0,Not Significant
ENSMUSG00000030970,0.07187693816234564,0.7103567440133156,1.0,Not Significant
ENSMUSG00000030972,-0.3196442971932827,0.20066572923469667,1.0,Not Significant
ENSMUSG00000030978,-0.1169162463446769,0.24364158086098747,1.0,Not Significant
ENSMUSG00000030979,-0.11533710190684099,0.27873844739534287,1.0,Not Significant
ENSMUSG00000030980,-0.010065242462893309,0.9053478849013116,1.0,Not Significant
ENSMUSG00000030981,0.004400359528516881,0.644595501081341,1.0,Not Significant
ENSMUSG00000030982,0.11655734881382518,0.5950357030609328,1.0,Not Significant
ENSMUSG00000030983,-0.0460790494276937,0.5589382107032084,1.0,Not Significant
ENSMUSG00000030986,0.08451868553226038,0.738247454134171,1.0,Not Significant
ENSMUSG00000030987,0.07232616223089394,0.6295844169999534,1.0,Not Significant
ENSMUSG00000030990,0.11515605339293433,0.0543450580057547,1.0,Not Significant
ENSMUSG00000030994,0.03847925224650678,0.7206495068349298,1.0,Not Significant
ENSMUSG00000030996,0.4058522675881331,0.22086553801669045,1.0,Not Significant
ENSMUSG00000031004,-0.6613978953977941,0.0075148774256625275,1.0,Not Significant
